age,customer_age_days,is_fragile,product_rating,avg_delivery_days,damage_rate,promo_discount_rate,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,order_month,order_dayofweek,is_weekend,customer_tenure_months,is_cod,is_high_discount,low_rating_alert,log_unit_price,log_total_amount,discount_amount_ratio,cust_orders_before,cust_returns_before,cust_return_rate_pti,cat_orders_before,cat_returns_before,cat_return_rate_pti,brand_orders_before,brand_returns_before,brand_return_rate_pti,province_orders_before,province_returns_before,province_return_rate_pti,pay_orders_before,pay_returns_before,pay_return_rate_pti,channel_orders_before,channel_returns_before,channel_return_rate_pti,courier_orders_before,courier_returns_before,courier_return_rate_pti,gender_Female,gender_Male,gender_Other,membership_tier_Bronze,membership_tier_Gold,membership_tier_Platinum,membership_tier_Silver,preferred_channel_App,preferred_channel_LINE,preferred_channel_TV,preferred_channel_Web,province_Bangkok,province_Chiang_Mai,province_Chonburi,province_Khon_Kaen,province_Nonthaburi,province_Phuket,province_Remote_Area,province_Songkhla,category_Cosmetics,category_Electronics,category_Fashion,category_Home_Appliance,category_Supplement,brand_AromaX,brand_BlendIt,brand_BoomBox,brand_CookEasy,brand_DenimCo,brand_GlowDrink,brand_GlowUp,brand_HomePro,brand_MuscleFuel,brand_OmegaPlus,brand_PureAir,brand_RunFast,brand_ShieldCase,brand_SilkTouch,brand_SkinLab,brand_SoundMax,brand_SunSafe,brand_TimeX,brand_UniStyle,brand_VitaBoost,courier_name_EcoDelivery,courier_name_FastShip,courier_name_SafeLogistics,courier_type_Eco,courier_type_Express,courier_type_Standard,coverage_region_Bangkok_Only,coverage_region_Nationwide,promo_name_New_Year_Mega_Sale,promo_name_No_Promotion,promo_name_Summer_Fashion_Week,promo_name_Tech_Gadget_Fest,promo_type_Campaign,promo_type_No_Promotion,channel_type_Mobile_App,channel_type_Shopee,channel_type_TV_Show,channel_type_TikTok,payment_method_Bank_Transfer,payment_method_COD,payment_method_Credit_Card,age_group_26_35,age_group_36_45,age_group_46_55,age_group_56_,age_group_25,category_payment_Cosmetics_Bank_Transfer,category_payment_Cosmetics_COD,category_payment_Cosmetics_Credit_Card,category_payment_Electronics_Bank_Transfer,category_payment_Electronics_COD,category_payment_Electronics_Credit_Card,category_payment_Fashion_Bank_Transfer,category_payment_Fashion_COD,category_payment_Fashion_Credit_Card,category_payment_Home_Appliance_Bank_Transfer,category_payment_Home_Appliance_COD,category_payment_Home_Appliance_Credit_Card,category_payment_Supplement_Bank_Transfer,category_payment_Supplement_COD,category_payment_Supplement_Credit_Card,category_channel_Cosmetics_Mobile_App,category_channel_Cosmetics_Shopee,category_channel_Cosmetics_TV_Show,category_channel_Cosmetics_TikTok,category_channel_Electronics_Mobile_App,category_channel_Electronics_Shopee,category_channel_Electronics_TV_Show,category_channel_Electronics_TikTok,category_channel_Fashion_Mobile_App,category_channel_Fashion_Shopee,category_channel_Fashion_TV_Show,category_channel_Fashion_TikTok,category_channel_Home_Appliance_Mobile_App,category_channel_Home_Appliance_Shopee,category_channel_Home_Appliance_TV_Show,category_channel_Home_Appliance_TikTok,category_channel_Supplement_Mobile_App,category_channel_Supplement_Shopee,category_channel_Supplement_TV_Show,category_channel_Supplement_TikTok,province_payment_Bangkok_Bank_Transfer,province_payment_Bangkok_COD,province_payment_Bangkok_Credit_Card,province_payment_Chiang_Mai_Bank_Transfer,province_payment_Chiang_Mai_COD,province_payment_Chiang_Mai_Credit_Card,province_payment_Chonburi_Bank_Transfer,province_payment_Chonburi_COD,province_payment_Chonburi_Credit_Card,province_payment_Khon_Kaen_Bank_Transfer,province_payment_Khon_Kaen_COD,province_payment_Khon_Kaen_Credit_Card,province_payment_Nonthaburi_Bank_Transfer,province_payment_Nonthaburi_COD,province_payment_Nonthaburi_Credit_Card,province_payment_Phuket_Bank_Transfer,province_payment_Phuket_COD,province_payment_Phuket_Credit_Card,province_payment_Remote_Area_Bank_Transfer,province_payment_Remote_Area_COD,province_payment_Remote_Area_Credit_Card,province_payment_Songkhla_Bank_Transfer,province_payment_Songkhla_COD,province_payment_Songkhla_Credit_Card,is_returned,dataset_split
26.379567212566734,2502,True,4.040207792772381,5.0,0.05646490769555656,0.0,2,2399.826614855525,0.05,0.0,0.05,239.9826614855525,4559.670568225497,3,0,15,207,5,0.2,11,5,1,77.66666666666667,0,0,0,7.78356837989257,8.425224946132404,0.05,14,1,0.07142857142857142,1263,186,0.14726840855106887,370,39,0.10540540540540541,927,112,0.12081984897518878,2155,300,0.13921113689095127,1606,212,0.1320049813200498,2128,316,0.14849624060150377,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,train
33.41297551159427,1799,False,4.847940345215482,5.0,0.05418459651263756,0.0,1,715.1889734810095,0.05,0.0,0.05,35.759448674050475,679.4295248069591,1,0,20,29,4,0.0,2,6,1,44.7,0,0,0,6.573944061580148,6.5227242528885325,0.05,3,0,0.0,200,25,0.125,59,7,0.11864406779661017,103,13,0.1262135922330097,293,37,0.12627986348122866,234,27,0.11538461538461539,302,35,0.11589403973509933,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,train
64.0,1329,True,4.1,3.0,0.02,0.0,2,2200.0,0.2,0.0,0.2,880.0,3520.0,2,1,1,115,5,0.4,10,0,0,36.766666666666666,0,0,0,7.696667081526462,8.166500319155052,0.2,9,2,0.2222222222222222,1062,152,0.1431261770244821,324,36,0.1111111111111111,786,91,0.11577608142493638,1807,241,0.13337022689540676,1366,175,0.1281112737920937,1855,270,0.14555256064690028,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,train
37.0,1039,False,4.3,3.0,0.02,0.0,1,1200.0,0.15,0.0,0.15,180.0,1020.0,1,0,8,9,4,0.0,7,2,0,24.133333333333333,1,0,0,7.0909098220799835,6.928537818164665,0.15,10,0,0.0,724,99,0.13674033149171272,182,23,0.12637362637362637,455,52,0.11428571428571428,1283,178,0.1387373343725643,973,114,0.1171634121274409,1254,169,0.13476874003189793,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
30.0,2136,True,3.5,5.0,0.05,0.0,1,2500.0,0.1,0.0,0.1,250.0,2250.0,2,1,22,34,9,0.33,10,2,0,64.2,0,0,1,7.824445930877619,7.719129840906732,0.1,14,3,0.21428571428571427,1126,164,0.14564831261101244,243,48,0.19753086419753085,774,127,0.1640826873385013,1905,263,0.13805774278215224,1449,188,0.12974465148378192,1891,271,0.14331041776837652,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,train
66.0,901,False,3.7,1.5,0.01,0.0,2,890.0,0.1,0.0,0.1,178.0,1602.0,1,0,16,57,1,0.0,6,3,0,18.866666666666667,0,0,1,6.792344427470809,7.3796321526095525,0.1,3,0,0.0,646,89,0.13777089783281735,140,31,0.22142857142857142,532,64,0.12030075187969924,1131,130,0.11494252873563218,881,103,0.11691259931895573,1103,124,0.11242067089755213,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,train
18.0,1005,True,3.5622395031703538,3.0,0.021804640427052994,0.0007033920740883609,1,2457.0468700173474,0.05,0.0,0.05,122.85234350086738,2334.19452651648,3,0,17,-1,0,0.0,6,1,0,22.5,0,0,1,7.807122358299489,7.755850475633629,0.05,9,0,0.0,669,90,0.13452914798206278,152,33,0.21710526315789475,467,68,0.145610278372591,1118,136,0.12164579606440072,838,96,0.11455847255369929,1162,158,0.1359724612736661,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,train
23.125066825667542,882,True,5.0,1.5,0.009039588679527448,0.04056903028187976,1,454.7459317294812,0.05,0.0,0.05,22.73729658647406,432.00863514300715,2,0,8,1,4,0.0,4,3,0,27.8,0,0,0,6.12193548697912,6.070757670397189,0.05,21,1,0.047619047619047616,1913,234,0.12232096184004182,483,63,0.13043478260869565,1129,162,0.14348981399468555,2986,428,0.14333556597454788,2295,336,0.14640522875816994,3008,423,0.140625,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
57.369996145533655,2124,False,4.412602743935426,5.0,0.048683936600857236,0.023355579802110584,1,710.1216248415242,0.1,0.0,0.1,71.01216248415243,639.1094623573717,1,0,14,27,4,0.0,2,1,0,55.36666666666667,1,0,0,6.566843476835641,6.461639196662304,0.1,1,0,0.0,157,19,0.12101910828025478,33,4,0.12121212121212122,85,9,0.10588235294117647,271,40,0.14760147601476015,194,23,0.11855670103092783,259,30,0.11583011583011583,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
68.50063117863385,806,True,4.66319328552362,1.5,0.007552473892396691,0.002901479039212396,1,3644.9536678683116,0.1,0.0,0.1,364.4953667868312,3280.4583010814804,2,1,21,11,5,0.0,10,0,0,19.8,0,0,0,8.201373247496953,8.096043206559377,0.1,10,0,0.0,1107,170,0.15356820234869015,254,35,0.1377952755905512,588,87,0.14795918367346939,1890,260,0.13756613756613756,1439,216,0.15010423905489922,1954,257,0.131525076765609,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
