gender,age,membership_tier,province,customer_age_days,category,brand,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,promo_name,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,customer_tenure_months,order_month,order_dayofweek,is_weekend,age_group,logistics_risk,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_30d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_60d,hist_order_count_90d,hist_return_count_90d,hist_return_rate_90d,hist_spend_sum_90d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_180d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,hist_spend_sum_365d,discount_amount_ratio,category_payment,category_channel,province_payment,is_returned,dataset_split
Female,66,Bronze,Khon Kaen,672,Supplement,MuscleFuel,4.0,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,Credit_Card,1,1800.0,0.05,0.0,0.05,90.0,1710.0,1,0,16,-1,0,0.0,9.466666666666667,4,6,1,>50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.05,Supplement_Credit_Card,Supplement_Mobile_App,Khon Kaen_Credit_Card,1,full_feature_frame
Other,31,Silver,Nonthaburi,1790,Fashion,SilkTouch,3.5,FastShip,Express,1.5,0.01,Summer Fashion Week,Campaign,0.05,TikTok,Bank_Transfer,1,2500.0,0.1,0.05,0.15,375.0,2125.0,2,0,17,-1,0,0.0,46.733333333333334,4,6,1,30-40,0.01,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.15,Fashion_Bank_Transfer,Fashion_TikTok,Nonthaburi_Bank_Transfer,0,full_feature_frame
Male,66,Silver,Chonburi,1355,Cosmetics,AromaX,4.8,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,Credit_Card,2,2800.0,0.1,0.0,0.1,560.0,5040.0,1,0,22,0,3,0.0,32.233333333333334,4,6,1,>50,0.02,1,0,0.0,1080.0,2,0,0.0,3780.0,3,0,0.0,5760.0,3,0,0.0,5760.0,3,0,0.0,5760.0,0.1,Cosmetics_Credit_Card,Cosmetics_TV_Show,Chonburi_Credit_Card,0,full_feature_frame
Male,40,Platinum,Remote_Area,2107,Supplement,MuscleFuel,4.0,SafeLogistics,Standard,3.0,0.02,Summer Fashion Week,Campaign,0.05,Mobile_App,Bank_Transfer,2,1800.0,0.2,0.05,0.25,900.0,2700.0,2,0,22,92,2,0.0,57.3,4,6,1,30-40,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,7980.0,2,0,0.0,7980.0,0.25,Supplement_Bank_Transfer,Supplement_Mobile_App,Remote_Area_Bank_Transfer,0,full_feature_frame
Male,38,Platinum,Remote_Area,710,Home_Appliance,PureAir,4.6,FastShip,Express,1.5,0.01,No Promotion,,0.0,TV_Show,Credit_Card,2,4500.0,0.2,0.0,0.2,1800.0,7200.0,1,0,1,7,3,0.0,10.766666666666667,4,0,0,30-40,0.01,1,0,0.0,560.0,2,0,0.0,1600.0,2,0,0.0,1600.0,3,0,0.0,4386.0,3,0,0.0,4386.0,0.2,Home_Appliance_Credit_Card,Home_Appliance_TV_Show,Remote_Area_Credit_Card,0,full_feature_frame
Male,69,Gold,Khon Kaen,826,Cosmetics,AromaX,4.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Bank_Transfer,2,2800.0,0.15,0.0,0.15,840.0,4760.0,3,0,4,38,5,0.0,14.633333333333333,4,0,0,>50,0.05,0,0,0.0,0.0,3,0,0.0,13413.0,3,0,0.0,13413.0,5,0,0.0,15070.5,5,0,0.0,15070.5,0.15,Cosmetics_Bank_Transfer,Cosmetics_Shopee,Khon Kaen_Bank_Transfer,0,full_feature_frame
Other,41,Platinum,Chonburi,1389,Electronics,BoomBox,3.8,EcoDelivery,Eco,5.0,0.05,Summer Fashion Week,Campaign,0.05,TikTok,Credit_Card,2,990.0,0.2,0.05,0.25,495.0,1485.0,3,0,8,42,1,0.0,33.4,4,0,0,40-50,0.05,0,0,0.0,0.0,1,0,0.0,1040.0,1,0,0.0,1040.0,1,0,0.0,1040.0,1,0,0.0,1040.0,0.25,Electronics_Credit_Card,Electronics_TikTok,Chonburi_Credit_Card,1,full_feature_frame
Male,54,Bronze,Remote_Area,1651,Home_Appliance,BlendIt,3.9,SafeLogistics,Standard,3.0,0.02,Summer Fashion Week,Campaign,0.05,TV_Show,Bank_Transfer,2,1100.0,0.05,0.05,0.1,220.0,1980.0,2,0,9,-1,0,0.0,42.13333333333333,4,0,0,>50,0.02,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.1,Home_Appliance_Bank_Transfer,Home_Appliance_TV_Show,Remote_Area_Bank_Transfer,1,full_feature_frame
Female,31,Gold,Chonburi,1518,Fashion,SilkTouch,3.5,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,Credit_Card,1,2500.0,0.15,0.0,0.15,375.0,2125.0,3,0,15,70,1,0.0,37.7,4,0,0,30-40,0.01,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1530.0,1,0,0.0,1530.0,1,0,0.0,1530.0,0.15,Fashion_Credit_Card,Fashion_Mobile_App,Chonburi_Credit_Card,1,full_feature_frame
Female,32,Bronze,Chiang Mai,1423,Cosmetics,SunSafe,4.5,EcoDelivery,Eco,5.0,0.05,Summer Fashion Week,Campaign,0.05,TikTok,Credit_Card,2,650.0,0.05,0.05,0.1,130.0,1170.0,1,0,5,94,1,0.0,34.56666666666667,4,1,0,30-40,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1020.0,1,0,0.0,1020.0,0.1,Cosmetics_Credit_Card,Cosmetics_TikTok,Chiang Mai_Credit_Card,0,full_feature_frame
Female,58,Bronze,Khon Kaen,1684,Cosmetics,AromaX,4.8,EcoDelivery,Eco,5.0,0.05,Summer Fashion Week,Campaign,0.05,TV_Show,Bank_Transfer,1,2800.0,0.05,0.05,0.1,280.0,2520.0,3,0,8,71,2,0.0,43.266666666666666,4,1,0,>50,0.05,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,2280.0,2,0,0.0,2555.5,2,0,0.0,2555.5,0.1,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Khon Kaen_Bank_Transfer,0,full_feature_frame
Male,42,Silver,Chonburi,1282,Home_Appliance,PureAir,4.6,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Bank_Transfer,1,4500.0,0.1,0.0,0.1,450.0,4050.0,1,1,8,6,3,0.67,29.866666666666667,4,1,0,40-50,0.05,1,0,0.0,1170.0,1,0,0.0,1170.0,2,1,0.5,2061.0,3,2,0.6666666666666666,5661.0,3,2,0.6666666666666666,5661.0,0.1,Home_Appliance_Bank_Transfer,Home_Appliance_Shopee,Chonburi_Bank_Transfer,0,full_feature_frame
Female,51,Gold,Bangkok,1785,Cosmetics,GlowUp,4.9,FastShip,Express,1.5,0.01,Summer Fashion Week,Campaign,0.05,TikTok,COD,2,450.0,0.15,0.05,0.2,180.0,720.0,1,1,8,35,5,0.4,46.63333333333333,4,1,0,>50,0.01,0,0,0.0,0.0,2,1,0.5,4930.0,3,2,0.6666666666666666,5525.0,5,2,0.4,7803.0,5,2,0.4,7803.0,0.2,Cosmetics_COD,Cosmetics_TikTok,Bangkok_COD,0,full_feature_frame
Female,50,Gold,Khon Kaen,620,Electronics,BoomBox,3.8,EcoDelivery,Eco,5.0,0.05,Summer Fashion Week,Campaign,0.05,TikTok,COD,2,990.0,0.15,0.05,0.2,396.0,1584.0,1,0,9,11,3,0.0,7.8,4,1,0,40-50,0.05,1,0,0.0,560.0,1,0,0.0,560.0,3,0,0.0,2846.5,3,0,0.0,2846.5,3,0,0.0,2846.5,0.2,Electronics_COD,Electronics_TikTok,Khon Kaen_COD,0,full_feature_frame
Female,53,Bronze,Chonburi,950,Supplement,VitaBoost,3.7,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,Bank_Transfer,2,890.0,0.05,0.0,0.05,89.0,1691.0,3,0,10,42,4,0.25,18.8,4,1,0,>50,0.0,0,0,0.0,0.0,2,1,0.5,2707.5,3,1,0.3333333333333333,3847.5,4,1,0.25,4442.5,4,1,0.25,4442.5,0.05,Supplement_Bank_Transfer,Supplement_TikTok,Chonburi_Bank_Transfer,0,full_feature_frame
Female,22,Bronze,Songkhla,1895,Cosmetics,AromaX,4.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Bank_Transfer,2,2800.0,0.05,0.0,0.05,280.0,5320.0,2,1,10,2,7,0.14,50.3,4,1,0,20-30,0.05,3,1,0.3333333333333333,8490.0,7,1,0.14285714285714285,14931.0,7,1,0.14285714285714285,14931.0,7,1,0.14285714285714285,14931.0,7,1,0.14285714285714285,14931.0,0.05,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Songkhla_Bank_Transfer,0,full_feature_frame
Female,29,Bronze,Phuket,1245,Home_Appliance,HomePro,4.1,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Credit_Card,2,2200.0,0.05,0.0,0.05,220.0,4180.0,2,0,22,39,6,0.0,28.633333333333333,4,1,0,20-30,0.02,0,0,0.0,0.0,2,0,0.0,8740.0,3,0,0.0,9015.5,6,0,0.0,13173.0,6,0,0.0,13173.0,0.05,Home_Appliance_Credit_Card,Home_Appliance_Shopee,Phuket_Credit_Card,0,full_feature_frame
Male,25,Gold,Chonburi,2233,Home_Appliance,CookEasy,4.3,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,Bank_Transfer,1,1500.0,0.15,0.0,0.15,225.0,1275.0,2,0,13,-1,0,0.0,61.6,4,2,0,20-30,0.01,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.15,Home_Appliance_Bank_Transfer,Home_Appliance_Shopee,Chonburi_Bank_Transfer,0,full_feature_frame
Male,48,Bronze,Khon Kaen,1424,Fashion,DenimCo,4.2,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TV_Show,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,0,17,78,2,1.0,34.63333333333333,4,2,0,40-50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,3325.0,2,2,1.0,4265.5,2,2,1.0,4265.5,0.05,Fashion_COD,Fashion_TV_Show,Khon Kaen_COD,0,full_feature_frame
Female,23,Silver,Khon Kaen,803,Electronics,SoundMax,4.0,FastShip,Express,1.5,0.01,No Promotion,,0.0,Mobile_App,COD,2,1200.0,0.1,0.0,0.1,240.0,2160.0,2,1,18,47,2,0.5,13.933333333333334,4,2,0,20-30,0.01,0,0,0.0,0.0,1,0,0.0,1080.0,1,0,0.0,1080.0,2,1,0.5,2504.0,2,1,0.5,2504.0,0.1,Electronics_COD,Electronics_Mobile_App,Khon Kaen_COD,0,full_feature_frame
Female,32,Gold,Songkhla,967,Cosmetics,SunSafe,4.5,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TV_Show,Credit_Card,2,650.0,0.15,0.0,0.15,195.0,1105.0,3,0,18,76,3,0.0,19.4,4,2,0,30-40,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,6205.0,3,0,0.0,8330.0,3,0,0.0,8330.0,0.15,Cosmetics_Credit_Card,Cosmetics_TV_Show,Songkhla_Credit_Card,0,full_feature_frame
Male,44,Silver,Bangkok,555,Fashion,UniStyle,4.5,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Bank_Transfer,2,290.0,0.1,0.0,0.1,58.0,522.0,3,0,18,83,4,0.0,5.666666666666667,4,2,0,40-50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,8100.0,4,0,0.0,13500.0,4,0,0.0,13500.0,0.1,Fashion_Bank_Transfer,Fashion_TikTok,Bangkok_Bank_Transfer,0,full_feature_frame
Female,59,Silver,Nonthaburi,939,Supplement,VitaBoost,3.7,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Credit_Card,1,890.0,0.1,0.0,0.1,89.0,801.0,2,0,20,11,5,0.0,18.466666666666665,4,2,0,>50,0.0,1,0,0.0,2040.0,4,0,0.0,8997.0,5,0,0.0,12957.0,5,0,0.0,12957.0,5,0,0.0,12957.0,0.1,Supplement_Credit_Card,Supplement_Shopee,Nonthaburi_Credit_Card,1,full_feature_frame
Male,66,Silver,Chonburi,1355,Supplement,OmegaPlus,4.6,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Mobile_App,Credit_Card,2,750.0,0.1,0.0,0.1,150.0,1350.0,2,0,3,3,4,0.0,32.36666666666667,5,3,0,>50,0.0,2,0,0.0,6120.0,3,0,0.0,8820.0,4,0,0.0,10800.0,4,0,0.0,10800.0,4,0,0.0,10800.0,0.1,Supplement_Credit_Card,Supplement_Mobile_App,Chonburi_Credit_Card,0,full_feature_frame
Male,59,Gold,Remote_Area,546,Fashion,SilkTouch,3.5,FastShip,Express,1.5,0.01,No Promotion,,0.0,TV_Show,COD,1,2500.0,0.15,0.0,0.15,375.0,2125.0,3,1,4,52,3,0.0,5.4,5,3,0,>50,0.01,0,0,0.0,0.0,1,0,0.0,1020.0,2,0,0.0,2295.0,3,0,0.0,4420.0,3,0,0.0,4420.0,0.15,Fashion_COD,Fashion_TV_Show,Remote_Area_COD,0,full_feature_frame
Male,64,Silver,Chonburi,640,Fashion,DenimCo,4.2,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Credit_Card,1,890.0,0.1,0.0,0.1,89.0,801.0,1,1,8,32,2,0.0,8.533333333333333,5,3,0,>50,0.0,0,0,0.0,0.0,1,0,0.0,1602.0,1,0,0.0,1602.0,2,0,0.0,2772.0,2,0,0.0,2772.0,0.1,Fashion_Credit_Card,Fashion_Shopee,Chonburi_Credit_Card,0,full_feature_frame
Male,29,Bronze,Phuket,2502,Electronics,BoomBox,3.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,COD,2,990.0,0.05,0.0,0.05,99.0,1881.0,2,1,8,58,3,0.33,70.6,5,3,0,20-30,0.05,0,0,0.0,0.0,1,1,1.0,1890.5,3,1,0.3333333333333333,5111.0,3,1,0.3333333333333333,5111.0,3,1,0.3333333333333333,5111.0,0.05,Electronics_COD,Electronics_TikTok,Phuket_COD,0,full_feature_frame
Male,30,Bronze,Remote_Area,2387,Fashion,DenimCo,4.2,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,COD,1,890.0,0.05,0.0,0.05,44.5,845.5,2,1,9,73,3,0.67,66.76666666666667,5,3,0,20-30,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,2,0.6666666666666666,2175.5,3,2,0.6666666666666666,2175.5,3,2,0.6666666666666666,2175.5,0.05,Fashion_COD,Fashion_Shopee,Remote_Area_COD,1,full_feature_frame
Other,40,Silver,Songkhla,1840,Fashion,UniStyle,4.5,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,Credit_Card,2,290.0,0.1,0.0,0.1,58.0,522.0,3,0,10,27,2,0.0,48.53333333333333,5,3,0,30-40,0.0,1,0,0.0,3383.0,1,0,0.0,3383.0,1,0,0.0,3383.0,2,0,0.0,10583.0,2,0,0.0,10583.0,0.1,Fashion_Credit_Card,Fashion_Mobile_App,Songkhla_Credit_Card,0,full_feature_frame
Female,47,Silver,Khon Kaen,2492,Fashion,UniStyle,4.5,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,COD,2,290.0,0.1,0.0,0.1,58.0,522.0,1,0,16,8,2,1.0,70.26666666666667,5,3,0,40-50,0.0,2,2,1.0,1861.5,2,2,1.0,1861.5,2,2,1.0,1861.5,2,2,1.0,1861.5,2,2,1.0,1861.5,0.1,Fashion_COD,Fashion_TV_Show,Khon Kaen_COD,1,full_feature_frame
Female,47,Bronze,Nonthaburi,1843,Electronics,SoundMax,4.0,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,Credit_Card,2,1200.0,0.05,0.0,0.05,120.0,2280.0,1,0,20,23,3,0.33,48.63333333333333,5,3,0,40-50,0.02,2,1,0.5,8365.0,2,1,0.5,8365.0,2,1,0.5,8365.0,3,1,0.3333333333333333,9130.0,3,1,0.3333333333333333,9130.0,0.05,Electronics_Credit_Card,Electronics_TV_Show,Nonthaburi_Credit_Card,0,full_feature_frame
Male,41,Platinum,Phuket,541,Supplement,OmegaPlus,4.6,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TikTok,COD,1,750.0,0.2,0.0,0.2,150.0,600.0,1,0,23,25,3,0.0,5.233333333333333,5,3,0,40-50,0.0,1,0,0.0,217.5,1,0,0.0,217.5,1,0,0.0,217.5,3,0,0.0,1827.5,3,0,0.0,1827.5,0.2,Supplement_COD,Supplement_TikTok,Phuket_COD,0,full_feature_frame
Male,36,Silver,Nonthaburi,2277,Home_Appliance,PureAir,4.6,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Credit_Card,1,4500.0,0.1,0.0,0.1,450.0,4050.0,2,0,3,82,4,0.25,63.13333333333333,5,4,0,30-40,0.05,0,0,0.0,0.0,0,0,0.0,0.0,2,1,0.5,4635.0,4,1,0.25,5580.0,4,1,0.25,5580.0,0.1,Home_Appliance_Credit_Card,Home_Appliance_TikTok,Nonthaburi_Credit_Card,0,full_feature_frame
Female,25,Bronze,Bangkok,2253,Cosmetics,SkinLab,4.2,FastShip,Express,1.5,0.01,No Promotion,,0.0,TV_Show,Bank_Transfer,2,1200.0,0.05,0.0,0.05,120.0,2280.0,3,0,5,35,2,0.0,62.333333333333336,5,4,0,20-30,0.01,0,0,0.0,0.0,1,0,0.0,1691.0,1,0,0.0,1691.0,2,0,0.0,2403.5,2,0,0.0,2403.5,0.05,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Bangkok_Bank_Transfer,0,full_feature_frame
Other,41,Platinum,Chonburi,1389,Electronics,TimeX,4.7,FastShip,Express,1.5,0.01,No Promotion,,0.0,TV_Show,Bank_Transfer,2,3500.0,0.2,0.0,0.2,1400.0,5600.0,3,0,7,3,2,0.5,33.53333333333333,5,4,0,40-50,0.01,1,1,1.0,1485.0,2,1,0.5,2525.0,2,1,0.5,2525.0,2,1,0.5,2525.0,2,1,0.5,2525.0,0.2,Electronics_Bank_Transfer,Electronics_TV_Show,Chonburi_Bank_Transfer,1,full_feature_frame
Male,39,Platinum,Khon Kaen,2259,Home_Appliance,HomePro,4.1,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,Shopee,Credit_Card,1,2200.0,0.2,0.0,0.2,440.0,1760.0,1,0,9,25,4,0.5,62.53333333333333,5,4,0,30-40,0.05,1,0,0.0,280.0,2,1,0.5,3080.0,3,2,0.6666666666666666,7560.0,4,2,0.5,9960.0,4,2,0.5,9960.0,0.2,Home_Appliance_Credit_Card,Home_Appliance_Shopee,Khon Kaen_Credit_Card,1,full_feature_frame
Other,49,Bronze,Songkhla,1633,Electronics,BoomBox,3.8,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Mobile_App,COD,1,990.0,0.05,0.0,0.05,49.5,940.5,1,0,9,18,3,0.0,41.666666666666664,5,4,0,40-50,0.02,2,0,0.0,3325.0,2,0,0.0,3325.0,2,0,0.0,3325.0,3,0,0.0,7600.0,3,0,0.0,7600.0,0.05,Electronics_COD,Electronics_Mobile_App,Songkhla_COD,1,full_feature_frame
Male,37,Silver,Nonthaburi,1979,Fashion,DenimCo,4.2,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Bank_Transfer,2,890.0,0.1,0.0,0.1,178.0,1602.0,3,0,9,92,1,0.0,53.2,5,4,0,30-40,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,464.0,1,0,0.0,464.0,0.1,Fashion_Bank_Transfer,Fashion_TikTok,Nonthaburi_Bank_Transfer,0,full_feature_frame
Female,31,Gold,Chonburi,2266,Cosmetics,AromaX,4.8,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Credit_Card,2,2800.0,0.15,0.0,0.15,840.0,4760.0,3,0,12,-1,0,0.0,62.766666666666666,5,4,0,30-40,0.01,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.15,Cosmetics_Credit_Card,Cosmetics_TikTok,Chonburi_Credit_Card,1,full_feature_frame
Male,24,Silver,Remote_Area,1802,Supplement,OmegaPlus,4.6,FastShip,Express,1.5,0.01,No Promotion,,0.0,TV_Show,Credit_Card,2,750.0,0.1,0.0,0.1,150.0,1350.0,3,0,14,34,5,0.0,47.3,5,4,0,20-30,0.0,0,0,0.0,0.0,2,0,0.0,846.0,4,0,0.0,6147.0,5,0,0.0,7907.0,5,0,0.0,7907.0,0.1,Supplement_Credit_Card,Supplement_TV_Show,Remote_Area_Credit_Card,0,full_feature_frame
Male,44,Bronze,Songkhla,1349,Electronics,TimeX,4.7,FastShip,Express,1.5,0.01,No Promotion,,0.0,TV_Show,COD,1,3500.0,0.05,0.0,0.05,175.0,3325.0,1,0,17,72,2,0.0,32.2,5,4,0,40-50,0.01,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,3705.0,2,0,0.0,3705.0,2,0,0.0,3705.0,0.05,Electronics_COD,Electronics_TV_Show,Songkhla_COD,0,full_feature_frame
Male,69,Gold,Khon Kaen,826,Cosmetics,GlowUp,4.9,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,Shopee,Credit_Card,1,450.0,0.15,0.0,0.15,67.5,382.5,3,0,18,4,6,0.0,14.766666666666667,5,4,0,>50,0.02,1,0,0.0,4760.0,3,0,0.0,10523.0,4,0,0.0,18173.0,6,0,0.0,19830.5,6,0,0.0,19830.5,0.15,Cosmetics_Credit_Card,Cosmetics_Shopee,Khon Kaen_Credit_Card,1,full_feature_frame
Female,65,Gold,Bangkok,827,Fashion,RunFast,4.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TV_Show,Bank_Transfer,1,1990.0,0.15,0.0,0.15,298.5,1691.5,2,0,22,27,2,0.0,14.8,5,4,0,>50,0.0,1,0,0.0,720.0,1,0,0.0,720.0,2,0,0.0,2760.0,2,0,0.0,2760.0,2,0,0.0,2760.0,0.15,Fashion_Bank_Transfer,Fashion_TV_Show,Bangkok_Bank_Transfer,0,full_feature_frame
Female,65,Bronze,Songkhla,1446,Electronics,ShieldCase,4.4,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,COD,2,350.0,0.05,0.0,0.05,35.0,665.0,2,0,23,29,1,0.0,35.43333333333333,5,4,0,>50,0.0,1,0,0.0,2160.0,1,0,0.0,2160.0,1,0,0.0,2160.0,1,0,0.0,2160.0,1,0,0.0,2160.0,0.05,Electronics_COD,Electronics_TikTok,Songkhla_COD,1,full_feature_frame
Female,41,Bronze,Remote_Area,1983,Supplement,MuscleFuel,4.0,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Credit_Card,1,1800.0,0.05,0.0,0.05,90.0,1710.0,1,1,3,15,3,0.0,53.36666666666667,5,5,1,40-50,0.0,2,0,0.0,2945.0,3,0,0.0,4655.0,3,0,0.0,4655.0,3,0,0.0,4655.0,3,0,0.0,4655.0,0.05,Supplement_Credit_Card,Supplement_TikTok,Remote_Area_Credit_Card,0,full_feature_frame
Female,45,Bronze,Remote_Area,1085,Supplement,OmegaPlus,4.6,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TV_Show,COD,1,750.0,0.05,0.0,0.05,37.5,712.5,3,0,5,71,2,0.5,23.433333333333334,5,5,1,40-50,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,1,0.5,2555.5,2,1,0.5,2555.5,2,1,0.5,2555.5,0.05,Supplement_COD,Supplement_TV_Show,Remote_Area_COD,1,full_feature_frame
Female,55,Silver,Songkhla,1917,Cosmetics,AromaX,4.8,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,0,14,87,2,0.0,51.166666666666664,5,5,1,>50,0.05,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,1350.0,2,0,0.0,1710.0,2,0,0.0,1710.0,0.1,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Songkhla_Bank_Transfer,0,full_feature_frame
Female,46,Bronze,Chonburi,1232,Supplement,GlowDrink,4.3,EcoDelivery,Eco,5.0,0.05,No Promotion,,0.0,TikTok,Credit_Card,1,1200.0,0.05,0.0,0.05,60.0,1140.0,3,0,14,9,2,0.0,28.333333333333332,5,5,1,40-50,0.0,1,0,0.0,5320.0,2,0,0.0,7600.0,2,0,0.0,7600.0,2,0,0.0,7600.0,2,0,0.0,7600.0,0.05,Supplement_Credit_Card,Supplement_TikTok,Chonburi_Credit_Card,0,full_feature_frame
Female,49,Silver,Bangkok,1549,Cosmetics,SunSafe,4.5,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,Bank_Transfer,1,650.0,0.1,0.0,0.1,65.0,585.0,3,0,17,19,4,0.25,38.9,5,5,1,40-50,0.0,2,0,0.0,891.0,3,1,0.3333333333333333,2871.0,3,1,0.3333333333333333,2871.0,4,1,0.25,3393.0,4,1,0.25,3393.0,0.1,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Bangkok_Bank_Transfer,1,full_feature_frame
Female,60,Silver,Khon Kaen,1350,Electronics,BoomBox,3.8,FastShip,Express,1.5,0.01,No Promotion,,0.0,TikTok,Bank_Transfer,1,990.0,0.1,0.0,0.1,99.0,891.0,1,1,17,47,3,0.0,32.266666666666666,5,5,1,>50,0.01,0,0,0.0,0.0,1,0,0.0,1782.0,3,0,0.0,4743.0,3,0,0.0,4743.0,3,0,0.0,4743.0,0.1,Electronics_Bank_Transfer,Electronics_TikTok,Khon Kaen_Bank_Transfer,0,full_feature_frame
Male,43,Silver,Songkhla,1233,Cosmetics,GlowUp,4.9,FastShip,Express,1.5,0.01,No Promotion,,0.0,Shopee,Credit_Card,2,450.0,0.1,0.0,0.1,90.0,810.0,2,0,21,22,3,0.0,28.366666666666667,5,5,1,40-50,0.01,1,0,0.0,1791.0,1,0,0.0,1791.0,2,0,0.0,8091.0,3,0,0.0,15291.0,3,0,0.0,15291.0,0.1,Cosmetics_Credit_Card,Cosmetics_Shopee,Songkhla_Credit_Card,0,full_feature_frame
Male,56,Bronze,Chonburi,843,Fashion,UniStyle,4.5,SafeLogistics,Standard,3.0,0.02,No Promotion,,0.0,TV_Show,COD,1,290.0,0.05,0.0,0.05,14.5,275.5,2,1,22,22,5,0.0,15.366666666666667,5,5,1,>50,0.0,1,0,0.0,275.5,2,0,0.0,826.5,4,0,0.0,10801.5,5,0,0.0,11077.0,5,0,0.0,11077.0,0.05,Fashion_COD,Fashion_TV_Show,Chonburi_COD,0,full_feature_frame
