order_id,customer_id,order_date,age,membership_tier,province,category,brand,is_fragile,product_rating,courier_type,avg_delivery_days,damage_rate,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,customer_tenure_months,order_month,order_dayofweek,is_weekend,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_30d,hist_order_count_60d,hist_return_rate_60d,hist_order_count_180d,hist_return_rate_180d,hist_order_count_365d,hist_return_rate_365d,is_cod,is_high_discount,low_rating_alert,discount_amount_ratio,amount_per_item,log_total_amount,category_payment,category_channel,province_payment,category_return_rate_pti,product_return_rate_pti,courier_return_rate_pti,price_band,discount_band,rating_band,is_high_value_order,is_fragile_cod,is_remote_cod,logistics_risk,province_category_return_rate_pti,brand_return_rate_pti,payment_return_rate_pti,channel_return_rate_pti,courier_type_return_rate_pti,is_returned
ORD00484,C0314,2025-02-16 08:00:00,28,Bronze,Remote_Area,Cosmetics,SunSafe,0,4.5,Express,1.5,0.01,No Promotion,0.0,TV_Show,Bank_Transfer,2,650.0,0.05,65.0,1235.0,1,0,8,37,1,0.0,24.833333333333332,2,6,1,1,0,0.0,-1,0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,0,0,0,0.05,617.5,7.119635638017636,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Remote_Area_Bank_Transfer,0.23655913978494625,0.23529411764705882,0.2375,price_q2,<=5%,4.2-4.6,0,0,0,0.0,0.16666666666666666,0.23529411764705882,0.15527950310559005,0.23484848484848486,0.2375,0
ORD00485,C0055,2025-02-16 08:00:00,20,Gold,Chonburi,Cosmetics,SkinLab,1,4.2,Express,1.5,0.01,No Promotion,0.0,TV_Show,Bank_Transfer,2,1200.0,0.15,360.0,2040.0,1,0,8,-1,0,0.0,67.86666666666666,2,6,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.15,1020.0,7.621195162809845,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Chonburi_Bank_Transfer,0.23404255319148937,0.2,0.2360248447204969,price_q4,10-15%,3.8-4.2,1,0,0,0.01,0.2857142857142857,0.2,0.15432098765432098,0.23308270676691728,0.2360248447204969,1
ORD00486,C0032,2025-02-16 09:00:00,40,Gold,Nonthaburi,Fashion,UniStyle,0,4.5,Standard,3.0,0.02,No Promotion,0.0,TikTok,Bank_Transfer,2,290.0,0.15,87.0,493.0,2,0,9,22,1,0.0,10.733333333333333,2,6,1,1,0,0.0,-1,1,0,0.0,667.5,1,0.0,1,0.0,1,0.0,0,0,0,0.15,246.5,6.202535517187923,Fashion_Bank_Transfer,Fashion_TikTok,Nonthaburi_Bank_Transfer,0.2111111111111111,0.0,0.2222222222222222,price_q1,10-15%,4.2-4.6,0,0,0,0.0,0.0,0.0,0.15950920245398773,0.19090909090909092,0.2222222222222222,0
ORD00487,C0306,2025-02-16 10:00:00,50,Gold,Khon Kaen,Fashion,DenimCo,0,4.2,Express,1.5,0.01,No Promotion,0.0,TikTok,COD,1,890.0,0.15,133.5,756.5,2,0,10,7,1,0.0,5.4,2,6,1,1,0,0.0,-1,1,0,0.0,1530.0,1,0.0,1,0.0,1,0.0,1,0,0,0.15,756.5,6.630023537383524,Fashion_COD,Fashion_TikTok,Khon Kaen_COD,0.2087912087912088,0.2857142857142857,0.24074074074074073,price_q1,10-15%,3.8-4.2,0,0,0,0.0,0.2857142857142857,0.2857142857142857,0.27058823529411763,0.1891891891891892,0.24074074074074073,0
ORD00488,C0239,2025-02-16 11:00:00,34,Bronze,Phuket,Home_Appliance,PureAir,1,4.6,Standard,3.0,0.02,No Promotion,0.0,TV_Show,Bank_Transfer,2,3850.0,0.05,450.0,5031.75,2,0,11,28,2,0.0,61.63333333333333,2,6,1,2,0,0.0,-1,2,0,0.0,6051.75,2,0.0,2,0.0,2,0.0,0,0,0,0.05844155844155844,2515.875,8.523721833378938,Home_Appliance_Bank_Transfer,Home_Appliance_TV_Show,Phuket_Bank_Transfer,0.19047619047619047,0.21739130434782608,0.22085889570552147,price_q5,<=5%,4.2-4.6,1,0,0,0.02,0.1111111111111111,0.21739130434782608,0.15853658536585366,0.23880597014925373,0.22085889570552147,0
ORD00489,C0271,2025-02-16 12:00:00,26,Silver,Nonthaburi,Cosmetics,AromaX,1,4.8,Express,1.5,0.01,No Promotion,0.0,TikTok,COD,1,2800.0,0.1,280.0,2520.0,1,0,12,45,1,0.0,29.233333333333334,2,6,1,1,0,0.0,-1,0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,1,0,0,0.1,2520.0,7.83241092718792,Cosmetics_COD,Cosmetics_TikTok,Nonthaburi_COD,0.24210526315789474,0.2,0.2392638036809816,price_q4,5-10%,>4.6,1,1,0,0.01,0.23076923076923078,0.2,0.26900584795321636,0.1875,0.2392638036809816,0
ORD00490,C0484,2025-02-16 14:00:00,21,Bronze,Phuket,Supplement,GlowDrink,0,4.3,Eco,5.0,0.05,No Promotion,0.0,Mobile_App,Credit_Card,2,1200.0,0.05,120.0,2280.0,1,0,14,30,1,0.0,49.56666666666667,2,6,1,1,0,0.0,-1,0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,0,0,0,0.05,1140.0,7.732369222284388,Supplement_Credit_Card,Supplement_Mobile_App,Phuket_Credit_Card,0.23148148148148148,0.12,0.21739130434782608,price_q4,<=5%,4.2-4.6,1,0,0,0.0,0.08333333333333333,0.12,0.25,0.2564102564102564,0.21739130434782608,1
ORD00491,C0202,2025-02-16 17:00:00,67,Gold,Chiang Mai,Home_Appliance,HomePro,1,4.1,Express,1.5,0.01,No Promotion,0.0,Mobile_App,Bank_Transfer,2,2200.0,0.15,562.5,3740.0,3,0,17,16,1,0.0,51.63333333333333,2,6,1,1,0,0.0,-1,1,0,0.0,4250.0,1,0.0,1,0.0,1,0.0,0,0,0,0.1278409090909091,1870.0,8.227108234348146,Home_Appliance_Bank_Transfer,Home_Appliance_Mobile_App,Chiang Mai_Bank_Transfer,0.18867924528301888,0.10344827586206896,0.23780487804878048,price_q5,10-15%,3.8-4.2,1,0,0,0.01,0.16666666666666666,0.10344827586206896,0.15757575757575756,0.2627118644067797,0.23780487804878048,0
ORD00492,C0049,2025-02-16 19:00:00,35,Bronze,Remote_Area,Fashion,RunFast,0,4.8,Eco,5.0,0.05,No Promotion,0.0,TV_Show,Credit_Card,2,1990.0,0.05,199.0,3781.0,1,0,19,26,1,0.0,45.13333333333333,2,6,1,1,0,0.0,-1,1,0,0.0,855.0,1,0.0,1,0.0,1,0.0,0,0,0,0.05,1890.5,8.238008249218403,Fashion_Credit_Card,Fashion_TV_Show,Remote_Area_Credit_Card,0.20652173913043478,0.1111111111111111,0.2222222222222222,price_q5,<=5%,>4.6,1,0,0,0.0,0.1875,0.1111111111111111,0.2549019607843137,0.23703703703703705,0.2222222222222222,1
ORD00493,C0057,2025-02-16 20:00:00,27,Bronze,Phuket,Home_Appliance,PureAir,1,4.6,Express,1.5,0.01,No Promotion,0.0,Shopee,COD,1,3850.0,0.05,225.0,4275.0,1,0,20,11,1,0.0,28.033333333333335,2,6,1,1,0,0.0,-1,1,0,0.0,5031.75,1,0.0,1,0.0,1,0.0,1,0,0,0.05844155844155844,4275.0,8.360773272144936,Home_Appliance_COD,Home_Appliance_Shopee,Phuket_COD,0.18691588785046728,0.20833333333333334,0.23636363636363636,price_q5,<=5%,4.2-4.6,1,1,1,0.01,0.1,0.20833333333333334,0.26744186046511625,0.21774193548387097,0.23636363636363636,0
ORD00494,C0354,2025-02-16 20:00:00,60,Silver,Nonthaburi,Cosmetics,SunSafe,0,4.5,Standard,3.0,0.02,No Promotion,0.0,Shopee,Bank_Transfer,2,650.0,0.1,130.0,1170.0,2,0,20,12,1,0.0,58.733333333333334,2,6,1,1,0,0.0,-1,1,0,0.0,1080.0,1,0.0,1,0.0,1,0.0,0,0,0,0.1,585.0,7.065613363597717,Cosmetics_Bank_Transfer,Cosmetics_Shopee,Nonthaburi_Bank_Transfer,0.23958333333333334,0.2222222222222222,0.21951219512195122,price_q2,5-10%,4.2-4.6,0,0,0,0.0,0.21428571428571427,0.2222222222222222,0.1566265060240964,0.216,0.21951219512195122,1
ORD00495,C0367,2025-02-16 21:00:00,36,Bronze,Khon Kaen,Home_Appliance,PureAir,1,4.6,Eco,5.0,0.05,No Promotion,0.0,TikTok,COD,1,3850.0,0.05,225.0,4275.0,3,0,21,13,2,0.0,2.6666666666666665,2,6,1,2,0,0.0,-1,2,0,0.0,4892.5,2,0.0,2,0.0,2,0.0,1,0,0,0.05844155844155844,4275.0,8.360773272144936,Home_Appliance_COD,Home_Appliance_TikTok,Khon Kaen_COD,0.18518518518518517,0.2,0.22699386503067484,price_q5,<=5%,4.2-4.6,1,1,0,0.05,0.125,0.2,0.2658959537572254,0.18584070796460178,0.22699386503067484,1
ORD00496,C0318,2025-02-16 21:00:00,31,Gold,Chonburi,Supplement,MuscleFuel,0,4.0,Express,1.5,0.01,No Promotion,0.0,Mobile_App,COD,1,1800.0,0.15,270.0,1530.0,1,0,21,-1,0,0.0,35.333333333333336,2,6,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.15,1530.0,7.333676395657684,Supplement_COD,Supplement_Mobile_App,Chonburi_COD,0.23853211009174313,0.23809523809523808,0.23493975903614459,price_q3,10-15%,3.8-4.2,0,0,0,0.0,0.375,0.23809523809523808,0.27011494252873564,0.2605042016806723,0.23493975903614459,0
ORD00497,C0054,2025-02-16 22:00:00,58,Bronze,Khon Kaen,Cosmetics,SkinLab,1,4.2,Express,1.5,0.01,No Promotion,0.0,TV_Show,Credit_Card,2,1200.0,0.05,120.0,2280.0,1,0,22,26,1,0.0,40.86666666666667,2,6,1,1,0,0.0,-1,1,0,0.0,275.5,1,0.0,1,0.0,1,0.0,0,0,0,0.05,1140.0,7.732369222284388,Cosmetics_Credit_Card,Cosmetics_TV_Show,Khon Kaen_Credit_Card,0.24742268041237114,0.23809523809523808,0.23353293413173654,price_q4,<=5%,3.8-4.2,1,0,0,0.01,0.1111111111111111,0.23809523809523808,0.2597402597402597,0.2426470588235294,0.23353293413173654,0
ORD00498,C0289,2025-02-16 22:00:00,36,Bronze,Chiang Mai,Cosmetics,SkinLab,1,4.2,Standard,3.0,0.02,No Promotion,0.0,Shopee,Bank_Transfer,2,1200.0,0.05,120.0,2280.0,3,0,22,22,2,0.0,17.966666666666665,2,6,1,2,0,0.0,-1,1,0,0.0,845.5,2,0.0,2,0.0,2,0.0,0,0,0,0.05,1140.0,7.732369222284388,Cosmetics_Bank_Transfer,Cosmetics_Shopee,Chiang Mai_Bank_Transfer,0.24489795918367346,0.22727272727272727,0.22424242424242424,price_q4,<=5%,3.8-4.2,1,0,0,0.02,0.23076923076923078,0.22727272727272727,0.16167664670658682,0.2222222222222222,0.22424242424242424,0
ORD00499,C0457,2025-02-17 02:00:00,54,Silver,Phuket,Supplement,GlowDrink,0,4.3,Express,1.5,0.01,No Promotion,0.0,Mobile_App,Credit_Card,1,1200.0,0.1,120.0,1080.0,1,0,2,-1,0,0.0,63.166666666666664,2,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.1,1080.0,6.985641817639208,Supplement_Credit_Card,Supplement_Mobile_App,Phuket_Credit_Card,0.23636363636363636,0.15384615384615385,0.23214285714285715,price_q2,5-10%,4.2-4.6,0,0,0,0.0,0.15384615384615385,0.15384615384615385,0.25806451612903225,0.25833333333333336,0.23214285714285715,1
ORD00500,C0034,2025-02-17 02:00:00,30,Bronze,Remote_Area,Electronics,ShieldCase,0,4.4,Eco,5.0,0.05,No Promotion,0.0,TV_Show,COD,2,350.0,0.05,35.0,665.0,2,1,2,8,2,0.5,64.33333333333333,2,0,0,2,1,0.5,0,2,1,0.5,1510.5,2,0.5,2,0.5,2,0.5,1,0,0,0.05,332.5,6.501289670540389,Electronics_COD,Electronics_TV_Show,Remote_Area_COD,0.26436781609195403,0.4,0.23170731707317074,price_q1,<=5%,4.2-4.6,0,0,1,0.0,0.125,0.4,0.26857142857142857,0.24087591240875914,0.23170731707317074,1
ORD00501,C0136,2025-02-17 02:00:00,29,Silver,Bangkok,Cosmetics,SkinLab,1,4.2,Standard,3.0,0.02,No Promotion,0.0,TikTok,COD,2,1200.0,0.1,240.0,2160.0,2,0,2,20,3,0.33,33.4,2,0,0,3,1,0.3333333333333333,18,2,1,0.5,3060.0,3,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333,1,0,0,0.1,1080.0,7.6783263565068856,Cosmetics_COD,Cosmetics_TikTok,Bangkok_COD,0.24242424242424243,0.21739130434782608,0.22289156626506024,price_q4,5-10%,3.8-4.2,1,1,0,0.02,0.1111111111111111,0.21739130434782608,0.2727272727272727,0.19298245614035087,0.22289156626506024,1
ORD00502,C0363,2025-02-17 03:00:00,21,Bronze,Phuket,Electronics,ShieldCase,0,4.4,Express,1.5,0.01,No Promotion,0.0,TikTok,Bank_Transfer,1,350.0,0.05,17.5,332.5,1,0,3,1,1,0.0,19.3,2,0,0,1,0,0.0,-1,1,0,0.0,2280.0,1,0.0,1,0.0,1,0.0,0,0,0,0.05,332.5,5.809642865355678,Electronics_Bank_Transfer,Electronics_TikTok,Phuket_Bank_Transfer,0.2727272727272727,0.4375,0.23668639053254437,price_q1,<=5%,4.2-4.6,0,0,0,0.0,0.16666666666666666,0.4375,0.16071428571428573,0.2,0.23668639053254437,1
ORD00503,C0165,2025-02-17 05:00:00,54,Bronze,Nonthaburi,Home_Appliance,PureAir,1,4.6,Standard,3.0,0.02,No Promotion,0.0,Shopee,COD,2,3850.0,0.05,450.0,5031.75,1,0,5,8,1,1.0,44.4,2,0,0,1,1,1.0,0,1,1,1.0,940.5,1,1.0,1,1.0,1,1.0,1,0,0,0.05844155844155844,2515.875,8.523721833378938,Home_Appliance_COD,Home_Appliance_Shopee,Nonthaburi_COD,0.1926605504587156,0.23076923076923078,0.2275449101796407,price_q5,<=5%,4.2-4.6,1,1,0,0.02,0.2727272727272727,0.23076923076923078,0.2768361581920904,0.2204724409448819,0.2275449101796407,1
ORD00504,C0345,2025-02-17 08:00:00,40,Bronze,Khon Kaen,Cosmetics,SkinLab,1,4.2,Eco,5.0,0.05,No Promotion,0.0,TikTok,COD,2,1200.0,0.05,120.0,2280.0,1,0,8,-1,0,0.0,48.8,2,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.05,1140.0,7.732369222284388,Cosmetics_COD,Cosmetics_TikTok,Khon Kaen_COD,0.25,0.25,0.23636363636363636,price_q4,<=5%,3.8-4.2,1,1,0,0.05,0.1,0.25,0.2808988764044944,0.20689655172413793,0.23636363636363636,0
ORD00505,C0392,2025-02-17 09:00:00,28,Silver,Remote_Area,Home_Appliance,PureAir,1,4.6,Eco,5.0,0.05,No Promotion,0.0,Mobile_App,COD,2,3850.0,0.1,562.5,5031.75,3,0,9,-1,0,0.0,56.733333333333334,2,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.07305194805194805,2515.875,8.523721833378938,Home_Appliance_COD,Home_Appliance_Mobile_App,Remote_Area_COD,0.2,0.25925925925925924,0.23493975903614459,price_q5,5-10%,4.2-4.6,1,1,1,0.05,0.18181818181818182,0.25925925925925924,0.27932960893854747,0.2644628099173554,0.23493975903614459,0
ORD00506,C0319,2025-02-17 09:00:00,27,Bronze,Chonburi,Cosmetics,SkinLab,1,4.2,Express,1.5,0.01,No Promotion,0.0,TikTok,COD,2,1200.0,0.05,120.0,2280.0,1,0,9,16,1,0.0,30.933333333333334,2,0,0,1,0,0.0,-1,1,0,0.0,5031.75,1,0.0,1,0.0,1,0.0,1,0,0,0.05,1140.0,7.732369222284388,Cosmetics_COD,Cosmetics_TikTok,Chonburi_COD,0.24752475247524752,0.24,0.2411764705882353,price_q4,<=5%,3.8-4.2,1,1,0,0.01,0.3333333333333333,0.24,0.2777777777777778,0.20512820512820512,0.2411764705882353,0
ORD00507,C0060,2025-02-17 11:00:00,46,Bronze,Phuket,Electronics,ShieldCase,0,4.4,Express,1.5,0.01,No Promotion,0.0,TV_Show,Bank_Transfer,1,350.0,0.05,17.5,332.5,3,0,11,29,1,1.0,56.53333333333333,2,0,0,1,1,1.0,21,1,1,1.0,2850.0,1,1.0,1,1.0,1,1.0,0,0,0,0.05,332.5,5.809642865355678,Electronics_Bank_Transfer,Electronics_TV_Show,Phuket_Bank_Transfer,0.2808988764044944,0.47058823529411764,0.23976608187134502,price_q1,<=5%,4.2-4.6,0,0,0,0.0,0.23076923076923078,0.47058823529411764,0.16568047337278108,0.2463768115942029,0.23976608187134502,0
ORD00508,C0203,2025-02-17 12:00:00,46,Bronze,Nonthaburi,Electronics,SoundMax,1,4.0,Eco,5.0,0.05,No Promotion,0.0,TV_Show,Bank_Transfer,1,1200.0,0.05,60.0,1140.0,3,0,12,-1,0,0.0,38.766666666666666,2,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.05,1140.0,7.039660349862076,Electronics_Bank_Transfer,Electronics_TV_Show,Nonthaburi_Bank_Transfer,0.2777777777777778,0.16,0.23353293413173654,price_q2,<=5%,3.8-4.2,0,0,0,0.05,0.3333333333333333,0.16,0.16470588235294117,0.2446043165467626,0.23353293413173654,0
ORD00509,C0212,2025-02-17 14:00:00,37,Platinum,Chonburi,Electronics,BoomBox,1,3.8,Express,1.5,0.01,No Promotion,0.0,TV_Show,Credit_Card,1,990.0,0.2,198.0,792.0,2,0,14,-1,0,0.0,37.6,2,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.2,792.0,6.675823221634848,Electronics_Credit_Card,Electronics_TV_Show,Chonburi_Credit_Card,0.27472527472527475,0.391304347826087,0.23837209302325582,price_q1,15-25%,<=3.8,0,0,0,0.01,0.25,0.391304347826087,0.26282051282051283,0.24285714285714285,0.23837209302325582,0
ORD00510,C0194,2025-02-17 18:00:00,29,Bronze,Phuket,Electronics,BoomBox,1,3.8,Eco,5.0,0.05,No Promotion,0.0,TikTok,Bank_Transfer,1,990.0,0.05,49.5,940.5,3,0,18,5,1,0.0,68.16666666666667,2,0,0,1,0,0.0,-1,1,0,0.0,2280.0,1,0.0,1,0.0,1,0.0,0,0,1,0.05,940.5,6.847474348097207,Electronics_Bank_Transfer,Electronics_TikTok,Phuket_Bank_Transfer,0.2717391304347826,0.375,0.23214285714285715,price_q2,<=5%,<=3.8,0,0,0,0.05,0.21428571428571427,0.375,0.16374269005847952,0.2033898305084746,0.23214285714285715,0
ORD00511,C0045,2025-02-17 19:00:00,68,Bronze,Khon Kaen,Supplement,MuscleFuel,0,4.0,Eco,5.0,0.05,No Promotion,0.0,Mobile_App,COD,1,1800.0,0.05,90.0,1710.0,2,0,19,-1,0,0.0,42.56666666666667,2,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.05,1710.0,7.444833273892193,Supplement_COD,Supplement_Mobile_App,Khon Kaen_COD,0.24324324324324326,0.22727272727272727,0.23076923076923078,price_q3,<=5%,3.8-4.2,1,0,0,0.0,0.07142857142857142,0.22727272727272727,0.27624309392265195,0.26229508196721313,0.23076923076923078,0
ORD00512,C0162,2025-02-17 19:00:00,60,Bronze,Phuket,Fashion,RunFast,0,4.8,Express,1.5,0.01,No Promotion,0.0,TikTok,Credit_Card,1,1990.0,0.05,99.5,1890.5,3,0,19,-1,0,0.0,45.6,2,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.05,1890.5,7.545125444073084,Fashion_Credit_Card,Fashion_TikTok,Phuket_Credit_Card,0.21505376344086022,0.15789473684210525,0.23699421965317918,price_q3,<=5%,>4.6,1,0,0,0.0,0.23076923076923078,0.15789473684210525,0.2611464968152866,0.20168067226890757,0.23699421965317918,0
ORD00513,C0494,2025-02-17 21:00:00,54,Silver,Bangkok,Cosmetics,GlowUp,1,4.9,Standard,3.0,0.02,No Promotion,0.0,Shopee,Bank_Transfer,2,450.0,0.1,90.0,810.0,1,0,21,24,1,0.0,49.96666666666667,2,0,0,1,0,0.0,-1,1,0,0.0,891.0,1,0.0,1,0.0,1,0.0,0,0,0,0.1,405.0,6.698268054115413,Cosmetics_Bank_Transfer,Cosmetics_Shopee,Bangkok_Bank_Transfer,0.24509803921568626,0.3076923076923077,0.23214285714285715,price_q2,5-10%,>4.6,0,0,0,0.02,0.2,0.3076923076923077,0.16279069767441862,0.2265625,0.23214285714285715,0
ORD00514,C0098,2025-02-18 00:00:00,57,Gold,Chonburi,Supplement,OmegaPlus,0,4.6,Express,1.5,0.01,No Promotion,0.0,TikTok,COD,1,750.0,0.15,112.5,637.5,1,0,0,-1,0,0.0,52.46666666666667,2,1,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.15,637.5,6.459121675472594,Supplement_COD,Supplement_TikTok,Chonburi_COD,0.24107142857142858,0.22580645161290322,0.23563218390804597,price_q1,10-15%,4.2-4.6,0,0,0,0.0,0.35294117647058826,0.22580645161290322,0.27472527472527475,0.2,0.23563218390804597,1
ORD00515,C0454,2025-02-18 03:00:00,34,Bronze,Phuket,Electronics,ShieldCase,0,4.4,Express,1.5,0.01,No Promotion,0.0,TV_Show,Credit_Card,1,350.0,0.05,17.5,332.5,1,0,3,42,1,0.0,24.4,2,1,0,1,0,0.0,-1,0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,0,0,0,0.05,332.5,5.809642865355678,Electronics_Credit_Card,Electronics_TV_Show,Phuket_Credit_Card,0.26881720430107525,0.4444444444444444,0.24,price_q1,<=5%,4.2-4.6,0,0,0,0.0,0.2,0.4444444444444444,0.25949367088607594,0.24113475177304963,0.24,1
ORD00516,C0165,2025-02-18 04:00:00,54,Bronze,Nonthaburi,Fashion,DenimCo,0,4.2,Express,1.5,0.01,No Promotion,0.0,TikTok,COD,2,890.0,0.05,89.0,1691.0,2,0,4,0,2,1.0,44.43333333333333,2,1,0,2,2,1.0,-5,2,2,1.0,5972.25,2,1.0,2,1.0,2,1.0,1,0,0,0.05,845.5,7.433666540166168,Fashion_COD,Fashion_TikTok,Nonthaburi_COD,0.2127659574468085,0.2727272727272727,0.24431818181818182,price_q3,<=5%,3.8-4.2,1,0,0,0.0,0.0,0.2727272727272727,0.2786885245901639,0.2066115702479339,0.24431818181818182,0
ORD00517,C0011,2025-02-18 08:00:00,25,Bronze,Bangkok,Home_Appliance,HomePro,1,4.1,Standard,3.0,0.02,No Promotion,0.0,Shopee,COD,2,2200.0,0.05,220.0,4180.0,3,0,8,17,1,0.0,59.1,2,1,0,1,0,0.0,-1,1,0,0.0,551.0,1,0.0,1,0.0,1,0.0,1,0,0,0.05,2090.0,8.338305731356565,Home_Appliance_COD,Home_Appliance_Shopee,Bangkok_COD,0.1981981981981982,0.1,0.23076923076923078,price_q5,<=5%,3.8-4.2,1,1,0,0.02,0.3076923076923077,0.1,0.27717391304347827,0.2248062015503876,0.23076923076923078,0
ORD00518,C0128,2025-02-18 08:00:00,42,Gold,Khon Kaen,Home_Appliance,PureAir,1,4.6,Eco,5.0,0.05,No Promotion,0.0,Shopee,Credit_Card,1,3850.0,0.15,562.5,3825.0,3,0,8,11,1,0.0,42.7,2,1,0,1,0,0.0,-1,1,0,0.0,3060.0,1,0.0,1,0.0,1,0.0,0,0,0,0.1461038961038961,3825.0,8.249575150000199,Home_Appliance_Credit_Card,Home_Appliance_Shopee,Khon Kaen_Credit_Card,0.19642857142857142,0.25,0.22941176470588234,price_q5,10-15%,4.2-4.6,1,0,0,0.05,0.2222222222222222,0.25,0.2641509433962264,0.2230769230769231,0.22941176470588234,0
ORD00519,C0316,2025-02-18 08:00:00,25,Bronze,Phuket,Fashion,RunFast,0,4.8,Eco,5.0,0.05,No Promotion,0.0,Shopee,Bank_Transfer,2,1990.0,0.05,199.0,3781.0,3,0,8,19,1,0.0,49.3,2,1,0,1,0,0.0,-1,1,0,0.0,1020.0,1,0.0,1,0.0,1,0.0,0,0,0,0.05,1890.5,8.238008249218403,Fashion_Bank_Transfer,Fashion_Shopee,Phuket_Bank_Transfer,0.21052631578947367,0.15,0.22807017543859648,price_q5,<=5%,>4.6,1,0,0,0.0,0.21428571428571427,0.15,0.16184971098265896,0.22137404580152673,0.22807017543859648,0
ORD00520,C0478,2025-02-18 09:00:00,66,Silver,Phuket,Electronics,BoomBox,1,3.8,Express,1.5,0.01,No Promotion,0.0,Mobile_App,Credit_Card,2,990.0,0.1,198.0,1782.0,1,0,9,-1,0,0.0,15.566666666666666,2,1,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.1,891.0,7.48605261786314,Electronics_Credit_Card,Electronics_Mobile_App,Phuket_Credit_Card,0.2765957446808511,0.36,0.24293785310734464,price_q3,5-10%,<=3.8,1,0,0,0.01,0.25,0.36,0.2625,0.2601626016260163,0.24293785310734464,0
ORD00521,C0356,2025-02-18 15:00:00,64,Platinum,Chiang Mai,Cosmetics,AromaX,1,4.8,Express,1.5,0.01,No Promotion,0.0,Shopee,Bank_Transfer,1,2800.0,0.2,560.0,2240.0,3,0,15,26,1,0.0,55.1,2,1,0,1,0,0.0,-1,1,0,0.0,455.0,1,0.0,1,0.0,1,0.0,0,0,0,0.2,2240.0,7.714677473800927,Cosmetics_Bank_Transfer,Cosmetics_Shopee,Chiang Mai_Bank_Transfer,0.24271844660194175,0.1935483870967742,0.24157303370786518,price_q4,15-25%,>4.6,1,0,0,0.01,0.21428571428571427,0.1935483870967742,0.16091954022988506,0.2196969696969697,0.24157303370786518,0
ORD00522,C0250,2025-02-18 16:00:00,21,Bronze,Khon Kaen,Cosmetics,AromaX,1,4.8,Express,1.5,0.01,No Promotion,0.0,Mobile_App,COD,1,2800.0,0.05,140.0,2660.0,2,0,16,23,1,0.0,17.9,2,1,0,1,0,0.0,-1,1,0,0.0,2090.0,1,0.0,1,0.0,1,0.0,1,0,0,0.05,2660.0,7.886457270977689,Cosmetics_COD,Cosmetics_Mobile_App,Khon Kaen_COD,0.2403846153846154,0.1875,0.24022346368715083,price_q4,<=5%,>4.6,1,1,0,0.01,0.09090909090909091,0.1875,0.2756756756756757,0.25806451612903225,0.24022346368715083,0
ORD00523,C0041,2025-02-18 19:00:00,62,Bronze,Chonburi,Fashion,DenimCo,0,4.2,Standard,3.0,0.02,No Promotion,0.0,Mobile_App,Bank_Transfer,1,890.0,0.05,44.5,845.5,1,0,19,22,2,0.0,15.466666666666667,2,1,0,2,0,0.0,-1,2,0,0.0,2315.5,2,0.0,2,0.0,2,0.0,0,0,0,0.05,845.5,6.74111020157319,Fashion_Bank_Transfer,Fashion_Mobile_App,Chonburi_Bank_Transfer,0.20833333333333334,0.2608695652173913,0.22941176470588234,price_q2,<=5%,3.8-4.2,0,0,0,0.0,0.3333333333333333,0.2608695652173913,0.16,0.256,0.22941176470588234,0
