gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_id,promo_name,promo_type,promo_discount_rate,promo_start_date,promo_end_date,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,delivery_days,delay_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,is_returned,customer_tenure_months,order_month,order_dayofweek,is_weekend,age_group,logistics_risk
Female,25,Bronze,LINE,Bangkok,2253,Fashion,DenimCo,False,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,3,2,-1,0,3,73,1,0.0,0,61.166666666666664,3,4,0,20-30,0.0
Female,32,Silver,TV,Remote_Area,1829,Home_Appliance,PureAir,True,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,1,4500.0,0.1,0.0,0.1,450.0,4050.0,1,1,0,0,4,5,2,0.5,1,47.03333333333333,3,4,0,30-40,0.05
Male,31,Bronze,LINE,Bangkok,1794,Home_Appliance,HomePro,True,4.1,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,2,2200.0,0.05,0.0,0.05,220.0,4180.0,2,1,-1,0,5,52,1,0.0,0,45.86666666666667,3,4,0,30-40,0.01
Female,25,Silver,App,Phuket,1417,Supplement,MuscleFuel,False,4.0,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Credit_Card,1,1800.0,0.1,0.0,0.1,180.0,1620.0,3,3,0,0,5,31,1,0.0,0,33.3,3,4,0,20-30,0.0
Male,26,Silver,TV,Nonthaburi,2283,Fashion,RunFast,False,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,2,1990.0,0.1,0.0,0.1,398.0,3582.0,3,3,0,0,7,1,4,0.25,0,62.166666666666664,3,4,0,20-30,0.0
Female,35,Bronze,LINE,Nonthaburi,955,Home_Appliance,BlendIt,True,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Bank_Transfer,1,1100.0,0.05,0.0,0.05,55.0,1045.0,2,2,0,0,8,-1,0,0.0,0,17.9,3,4,0,30-40,0.05
Female,67,Bronze,LINE,Phuket,1765,Fashion,UniStyle,False,4.5,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,COD,1,290.0,0.05,0.0,0.05,14.5,275.5,3,4,1,0,8,-1,0,0.0,0,44.9,3,4,0,>50,0.0
Male,54,Bronze,LINE,Bangkok,1211,Cosmetics,SunSafe,False,4.5,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,2,650.0,0.05,0.0,0.05,65.0,1235.0,3,6,3,0,8,-1,0,0.0,0,26.433333333333334,3,4,0,>50,0.0
Female,39,Silver,LINE,Phuket,2379,Home_Appliance,PureAir,True,4.6,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Credit_Card,1,4500.0,0.1,0.0,0.1,450.0,4050.0,1,3,2,0,11,25,1,0.0,0,65.36666666666666,3,4,0,30-40,0.01
Other,53,Bronze,TV,Remote_Area,878,Cosmetics,SunSafe,False,4.5,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,1,650.0,0.05,0.0,0.05,32.5,617.5,3,4,1,0,12,47,1,0.0,0,15.333333333333334,3,4,0,>50,0.0
Male,19,Bronze,App,Chonburi,1921,Cosmetics,SunSafe,False,4.5,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,1,650.0,0.05,0.0,0.05,32.5,617.5,1,3,2,0,12,-1,0,0.0,0,50.1,3,4,0,<20,0.0
Female,23,Bronze,Web,Khon Kaen,882,Cosmetics,AromaX,True,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,2800.0,0.05,0.0,0.05,280.0,5320.0,3,1,-2,0,13,43,1,0.0,0,15.466666666666667,3,4,0,20-30,0.02
Male,21,Bronze,App,Khon Kaen,1033,Fashion,SilkTouch,True,3.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Credit_Card,2,2500.0,0.05,0.0,0.05,250.0,4750.0,3,6,3,0,13,2,1,0.0,0,20.5,3,4,0,20-30,0.05
Male,24,Silver,App,Remote_Area,1802,Fashion,UniStyle,False,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,290.0,0.1,0.0,0.1,29.0,261.0,1,1,0,0,16,0,4,0.0,0,46.13333333333333,3,4,0,20-30,0.0
Female,30,Bronze,Web,Remote_Area,1562,Supplement,GlowDrink,False,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,COD,1,1200.0,0.05,0.0,0.05,60.0,1140.0,3,5,2,0,18,34,3,0.0,0,38.13333333333333,3,4,0,20-30,0.0
Male,67,Silver,App,Nonthaburi,1775,Electronics,BoomBox,True,3.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,1,990.0,0.1,0.0,0.1,99.0,891.0,2,6,4,0,19,8,3,0.0,1,45.233333333333334,3,4,0,>50,0.05
Male,20,Silver,TV,Songkhla,2048,Fashion,DenimCo,False,4.2,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Credit_Card,2,890.0,0.1,0.0,0.1,178.0,1602.0,3,1,-2,0,21,52,2,0.5,0,54.333333333333336,3,4,0,<20,0.0
Female,59,Bronze,LINE,Songkhla,1562,Cosmetics,SkinLab,True,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,1200.0,0.05,0.0,0.05,120.0,2280.0,3,2,-1,0,6,18,4,0.25,0,38.166666666666664,3,5,1,>50,0.05
Female,18,Silver,App,Phuket,1856,Fashion,RunFast,False,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,1990.0,0.1,0.0,0.1,199.0,1791.0,2,3,1,0,8,15,2,0.0,0,47.96666666666667,3,5,1,<20,0.0
Female,23,Bronze,Web,Khon Kaen,882,Home_Appliance,HomePro,True,4.1,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Bank_Transfer,2,2200.0,0.05,0.0,0.05,220.0,4180.0,3,1,-2,0,9,0,2,0.0,0,15.5,3,5,1,20-30,0.02
Male,64,Silver,App,Chonburi,640,Fashion,DenimCo,False,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,2,890.0,0.1,0.0,0.1,178.0,1602.0,2,1,-1,0,11,86,1,0.0,0,7.433333333333334,3,5,1,>50,0.0
Female,27,Bronze,App,Songkhla,2002,Cosmetics,SkinLab,True,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Bank_Transfer,1,1200.0,0.05,0.0,0.05,60.0,1140.0,3,1,-2,0,13,70,1,0.0,0,52.833333333333336,3,5,1,20-30,0.05
Female,66,Silver,App,Phuket,1352,Fashion,RunFast,False,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,2,1990.0,0.1,0.0,0.1,398.0,3582.0,1,6,5,0,19,25,1,0.0,1,31.166666666666668,3,5,1,>50,0.0
Female,27,Bronze,App,Phuket,1299,Fashion,DenimCo,False,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,1,890.0,0.05,0.0,0.05,44.5,845.5,2,3,1,0,20,18,3,0.0,0,29.4,3,5,1,20-30,0.0
Male,55,Silver,TV,Chiang Mai,1806,Electronics,ShieldCase,False,4.4,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,1,350.0,0.1,0.0,0.1,35.0,315.0,3,3,0,0,2,50,1,0.0,0,46.333333333333336,3,6,1,>50,0.0
Male,37,Silver,LINE,Chiang Mai,2502,Home_Appliance,CookEasy,True,4.3,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,1,1500.0,0.1,0.0,0.1,150.0,1350.0,2,4,2,0,5,22,2,0.0,0,69.53333333333333,3,6,1,30-40,0.01
Male,27,Silver,LINE,Chiang Mai,1655,Home_Appliance,HomePro,True,4.1,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,2,2200.0,0.1,0.0,0.1,440.0,3960.0,2,6,4,0,8,-1,0,0.0,0,41.3,3,6,1,20-30,0.02
Male,38,Silver,LINE,Nonthaburi,2002,Electronics,SoundMax,True,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,COD,1,1200.0,0.1,0.0,0.1,120.0,1080.0,3,3,0,0,9,58,1,0.0,0,52.86666666666667,3,6,1,30-40,0.05
Female,37,Bronze,LINE,Nonthaburi,2125,Cosmetics,GlowUp,True,4.9,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,450.0,0.05,0.0,0.05,45.0,855.0,3,3,0,0,11,82,1,0.0,0,56.96666666666667,3,6,1,30-40,0.01
Female,37,Platinum,TV,Remote_Area,1507,Home_Appliance,CookEasy,True,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,2,1500.0,0.2,0.0,0.2,600.0,2400.0,3,6,3,0,15,13,3,0.33,1,36.36666666666667,3,6,1,30-40,0.05
Male,18,Bronze,App,Songkhla,1005,Supplement,OmegaPlus,False,4.6,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Credit_Card,1,750.0,0.05,0.0,0.05,37.5,712.5,3,1,-2,0,19,23,1,0.0,0,19.633333333333333,3,6,1,<20,0.0
Female,54,Silver,Web,Nonthaburi,809,Electronics,TimeX,True,4.7,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,2,3500.0,0.1,0.0,0.1,700.0,6300.0,1,6,5,0,1,80,1,1.0,1,13.133333333333333,3,0,0,>50,0.02
Female,55,Bronze,TV,Songkhla,717,Supplement,GlowDrink,False,4.3,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Bank_Transfer,1,1200.0,0.05,0.0,0.05,60.0,1140.0,2,4,2,0,1,46,1,0.0,0,10.066666666666666,3,0,0,>50,0.0
Female,68,Gold,LINE,Remote_Area,1542,Cosmetics,GlowUp,True,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,2,450.0,0.15,0.0,0.15,135.0,765.0,3,3,0,1,8,32,2,0.0,0,37.56666666666667,3,0,0,>50,0.02
Male,23,Bronze,TV,Phuket,1700,Home_Appliance,BlendIt,True,3.9,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,1,1100.0,0.05,0.0,0.05,55.0,1045.0,1,1,0,0,9,21,1,0.0,0,42.833333333333336,3,0,0,20-30,0.01
Male,40,Gold,TV,Nonthaburi,780,Cosmetics,GlowUp,True,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Bank_Transfer,2,450.0,0.15,0.0,0.15,135.0,765.0,3,6,3,0,9,15,3,0.0,0,12.166666666666666,3,0,0,30-40,0.02
Female,18,Bronze,App,Phuket,2038,Supplement,GlowDrink,False,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,1,1200.0,0.05,0.0,0.05,60.0,1140.0,3,4,1,0,10,45,2,0.0,0,54.1,3,0,0,<20,0.0
Male,22,Bronze,TV,Remote_Area,962,Fashion,RunFast,False,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,1990.0,0.05,0.0,0.05,199.0,3781.0,1,3,2,0,11,-1,0,0.0,0,18.233333333333334,3,0,0,20-30,0.0
Female,63,Bronze,TV,Bangkok,980,Cosmetics,GlowUp,True,4.9,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,COD,2,450.0,0.05,0.0,0.05,45.0,855.0,2,4,2,0,11,3,1,0.0,1,18.833333333333332,3,0,0,>50,0.01
Female,50,Gold,App,Khon Kaen,1029,Home_Appliance,CookEasy,True,4.3,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,1,1500.0,0.15,0.0,0.15,225.0,1275.0,3,5,2,0,12,-1,0,0.0,0,20.466666666666665,3,0,0,40-50,0.01
Female,61,Silver,LINE,Chonburi,1141,Cosmetics,AromaX,True,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,2800.0,0.1,0.0,0.1,560.0,5040.0,3,1,-2,0,12,78,1,0.0,0,24.2,3,0,0,>50,0.05
Female,37,Bronze,Web,Bangkok,1465,Cosmetics,GlowUp,True,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Credit_Card,2,450.0,0.05,0.0,0.05,45.0,855.0,2,1,-1,0,13,25,3,0.0,0,35.0,3,0,0,30-40,0.02
Female,64,Bronze,TV,Phuket,1662,Cosmetics,GlowUp,True,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,1,450.0,0.05,0.0,0.05,22.5,427.5,1,1,0,0,21,6,2,0.0,0,41.56666666666667,3,0,0,>50,0.02
Male,35,Bronze,TV,Chiang Mai,893,Fashion,UniStyle,False,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,TV_Show,Bank_Transfer,2,290.0,0.05,0.05,0.1,58.0,522.0,3,2,-1,0,3,44,3,0.33,0,15.966666666666667,4,1,0,30-40,0.0
Male,61,Bronze,LINE,Nonthaburi,1493,Home_Appliance,PureAir,True,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Shopee,Credit_Card,1,4500.0,0.05,0.05,0.1,450.0,4050.0,3,6,3,0,8,52,3,0.67,1,35.96666666666667,4,1,0,>50,0.05
Male,42,Bronze,App,Nonthaburi,1103,Fashion,UniStyle,False,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Shopee,COD,2,290.0,0.05,0.05,0.1,58.0,522.0,3,4,1,0,8,13,3,0.67,0,22.966666666666665,4,1,0,40-50,0.0
Female,25,Silver,Web,Nonthaburi,2365,Home_Appliance,HomePro,True,4.1,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,2,2200.0,0.1,0.0,0.1,440.0,3960.0,2,5,3,0,10,-1,0,0.0,1,65.03333333333333,4,1,0,20-30,0.02
Female,43,Gold,App,Chiang Mai,2429,Fashion,DenimCo,False,4.2,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,1,890.0,0.15,0.0,0.15,133.5,756.5,1,3,2,0,14,63,1,0.0,0,67.16666666666667,4,1,0,40-50,0.0
Female,25,Bronze,TV,Songkhla,2283,Cosmetics,SunSafe,False,4.5,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,1,650.0,0.05,0.0,0.05,32.5,617.5,2,1,-1,0,14,-1,0,0.0,0,62.3,4,1,0,20-30,0.0
Male,38,Gold,TV,Khon Kaen,736,Supplement,OmegaPlus,False,4.6,FastShip,Express,1.5,0.01,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,TV_Show,Credit_Card,1,750.0,0.15,0.05,0.2,150.0,600.0,3,6,3,0,16,25,1,0.0,0,10.733333333333333,4,1,0,30-40,0.0
Female,37,Bronze,Web,Bangkok,1465,Electronics,ShieldCase,False,4.4,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,1,350.0,0.05,0.0,0.05,17.5,332.5,2,5,3,0,21,1,4,0.0,0,35.03333333333333,4,1,0,30-40,0.0
Female,52,Bronze,TV,Khon Kaen,1559,Cosmetics,AromaX,True,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Mobile_App,Bank_Transfer,2,2800.0,0.05,0.05,0.1,560.0,5040.0,2,6,4,0,1,6,2,0.0,0,38.2,4,2,0,>50,0.05
Female,35,Bronze,LINE,Nonthaburi,955,Electronics,BoomBox,True,3.8,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,COD,2,990.0,0.05,0.0,0.05,99.0,1881.0,1,5,4,0,3,4,1,0.0,0,18.066666666666666,4,2,0,30-40,0.02
Male,68,Gold,App,Songkhla,1763,Home_Appliance,BlendIt,True,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Mobile_App,Credit_Card,2,1100.0,0.15,0.05,0.2,440.0,1760.0,3,2,-1,0,8,41,2,0.5,1,45.0,4,2,0,>50,0.05
Male,38,Gold,App,Remote_Area,2113,Home_Appliance,BlendIt,True,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,1,1100.0,0.15,0.0,0.15,165.0,935.0,2,1,-1,0,14,-1,0,0.0,1,56.666666666666664,4,2,0,30-40,0.02
Male,43,Bronze,TV,Bangkok,1291,Supplement,VitaBoost,False,3.7,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,TV_Show,Bank_Transfer,2,890.0,0.05,0.05,0.1,178.0,1602.0,2,5,3,1,15,22,3,1.0,0,29.266666666666666,4,2,0,40-50,0.0
Other,64,Bronze,LINE,Nonthaburi,1396,Electronics,SoundMax,True,4.0,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Mobile_App,Bank_Transfer,1,1200.0,0.05,0.05,0.1,120.0,1080.0,2,6,4,0,20,38,2,0.0,0,32.766666666666666,4,2,0,>50,0.02
Female,59,Bronze,LINE,Songkhla,1562,Home_Appliance,CookEasy,True,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,TikTok,Credit_Card,1,1500.0,0.05,0.05,0.1,150.0,1350.0,1,4,3,0,3,4,5,0.2,1,38.333333333333336,4,3,0,>50,0.02
Female,65,Bronze,App,Songkhla,1446,Electronics,SoundMax,True,4.0,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Mobile_App,Bank_Transfer,2,1200.0,0.05,0.05,0.1,240.0,2160.0,2,1,-1,0,4,-1,0,0.0,0,34.46666666666667,4,3,0,>50,0.02
Male,18,Silver,Web,Khon Kaen,917,Home_Appliance,PureAir,True,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,4500.0,0.1,0.0,0.1,450.0,4050.0,2,6,4,0,6,-1,0,0.0,0,16.833333333333332,4,3,0,<20,0.05
Male,38,Bronze,LINE,Phuket,979,Home_Appliance,HomePro,True,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,TV_Show,Credit_Card,1,2200.0,0.05,0.05,0.1,220.0,1980.0,1,2,1,0,8,14,4,0.0,1,18.9,4,3,0,30-40,0.05
Other,52,Silver,App,Remote_Area,662,Cosmetics,SkinLab,True,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,1,1200.0,0.1,0.0,0.1,120.0,1080.0,2,4,2,0,8,14,1,0.0,0,8.333333333333334,4,3,0,>50,0.02
Male,43,Bronze,App,Nonthaburi,644,Supplement,OmegaPlus,False,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,COD,2,750.0,0.05,0.0,0.05,75.0,1425.0,1,2,1,0,8,33,3,0.0,0,7.733333333333333,4,3,0,40-50,0.0
Male,22,Bronze,App,Chiang Mai,1582,Fashion,DenimCo,False,4.2,FastShip,Express,1.5,0.01,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Mobile_App,Bank_Transfer,1,890.0,0.05,0.05,0.1,89.0,801.0,2,6,4,0,12,89,1,0.0,0,39.0,4,3,0,20-30,0.0
Other,49,Bronze,Web,Songkhla,1633,Home_Appliance,BlendIt,True,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,1100.0,0.05,0.0,0.05,55.0,1045.0,2,4,2,0,12,72,1,0.0,0,40.7,4,3,0,40-50,0.02
Female,52,Silver,Web,Chiang Mai,899,Supplement,VitaBoost,False,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,1,890.0,0.1,0.0,0.1,89.0,801.0,2,2,0,0,18,-1,0,0.0,0,16.233333333333334,4,3,0,>50,0.0
Other,40,Silver,LINE,Songkhla,1840,Fashion,RunFast,False,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Mobile_App,Credit_Card,2,1990.0,0.1,0.05,0.15,597.0,3383.0,2,1,-1,0,19,70,1,0.0,0,47.6,4,3,0,30-40,0.0
Male,54,Bronze,TV,Nonthaburi,841,Fashion,DenimCo,False,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,3,4,1,0,20,91,1,0.0,1,14.3,4,3,0,>50,0.0
Female,23,Silver,Web,Bangkok,2038,Fashion,SilkTouch,True,3.5,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Mobile_App,COD,2,2500.0,0.1,0.05,0.15,750.0,4250.0,3,5,2,0,22,41,1,0.0,0,54.2,4,3,0,20-30,0.02
Male,45,Bronze,TV,Phuket,783,Cosmetics,AromaX,True,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,2800.0,0.05,0.0,0.05,140.0,2660.0,2,3,1,0,2,16,3,0.0,0,12.4,4,4,0,40-50,0.05
Female,47,Bronze,TV,Nonthaburi,1843,Cosmetics,AromaX,True,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Shopee,Credit_Card,2,2800.0,0.05,0.05,0.1,560.0,5040.0,2,6,4,0,3,71,1,0.0,1,47.733333333333334,4,4,0,40-50,0.02
Female,28,Bronze,Web,Chiang Mai,586,Cosmetics,GlowUp,True,4.9,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Credit_Card,1,450.0,0.05,0.0,0.05,22.5,427.5,1,5,4,0,6,64,2,0.0,0,5.833333333333333,4,4,0,20-30,0.01
Male,43,Silver,LINE,Phuket,2038,Fashion,DenimCo,False,4.2,FastShip,Express,1.5,0.01,Nationwide,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,TikTok,Bank_Transfer,1,890.0,0.1,0.05,0.15,133.5,756.5,3,4,1,0,9,50,1,1.0,1,54.233333333333334,4,4,0,40-50,0.0
Female,52,Bronze,TV,Khon Kaen,1559,Fashion,SilkTouch,True,3.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_002,Summer Fashion Week,Campaign,0.05,2025-04-01,2025-04-30,Mobile_App,Bank_Transfer,1,2500.0,0.05,0.05,0.1,250.0,2250.0,1,1,0,0,10,2,3,0.0,0,38.266666666666666,4,4,0,>50,0.05
Other,26,Silver,LINE,Chonburi,957,Cosmetics,SkinLab,True,4.2,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Bank_Transfer,1,1200.0,0.1,0.0,0.1,120.0,1080.0,2,5,3,0,10,74,3,0.67,0,18.2,4,4,0,20-30,0.01
