order_hour,channel_type,payment_method,quantity,unit_price,log_unit_price,promo_discount_pct,total_amount,log_total_amount,is_repurchased_item,days_since_last_order,membership_tier,province,gender_province,customer_age_days,age,category,is_fragile,product_rating,is_peak_hour,is_fashion_tv,is_remote_area,low_rating_alert,is_cod,is_high_risk_customer,is_high_discount,is_first_order,order_dayofweek,is_weekend,return_rate_by_category,delivery_time_expected_days,is_long_distance_cod,is_impulse_buy,is_low_commitment,category_payment,category_channel,province_payment,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,hist_spend_sum_30d,hist_order_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_rate_60d,hist_spend_sum_180d,hist_order_count_180d,hist_return_rate_180d,is_returned
0,Shopee,Credit_Card,2,1200.0,7.0909098220799835,0.25,1800.0,7.496097345175956,0,-1,Gold,Remote_Area,Male_Remote_Area,1836,19,Electronics,True,4.0,0,0,1,0,0,0,1,1,0,0,0.17391304347826086,3,0,0,0,Electronics_Credit_Card,Electronics_Shopee,Remote_Area_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,TV_Show,Credit_Card,1,890.0,6.792344427470809,0.15,756.5,6.630023537383524,0,18,Bronze,Songkhla,Male_Songkhla,689,35,Fashion,False,4.2,0,1,0,0,0,0,0,0,0,0,0.20754716981132076,3,0,0,0,Fashion_Credit_Card,Fashion_TV_Show,Songkhla_Credit_Card,1.0,0.0,0.0,-1.0,2850.0,1.0,0.0,2850.0,1.0,0.0,2850.0,1.0,0.0,0
8,TikTok,COD,1,1200.0,7.0909098220799835,0.1,1080.0,6.985641817639208,0,4,Silver,Bangkok,Female_Bangkok,1459,29,Electronics,True,4.0,0,0,0,0,1,1,0,0,0,0,0.1702127659574468,3,0,0,0,Electronics_COD,Electronics_TikTok,Bangkok_COD,2.0,1.0,0.5,4.0,2871.0,2.0,0.5,2871.0,2.0,0.5,2871.0,2.0,0.5,0
10,TikTok,Credit_Card,1,1100.0,7.00397413672268,0.15,935.0,6.841615476477592,0,-1,Bronze,Songkhla,Male_Songkhla,1885,53,Home_Appliance,True,3.9,0,0,0,1,0,0,0,1,0,0,0.23076923076923078,3,0,0,0,Home_Appliance_Credit_Card,Home_Appliance_TikTok,Songkhla_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Mobile_App,Credit_Card,1,450.0,6.111467339502679,0.05,427.5,6.060290738037835,0,-1,Bronze,Songkhla,Male_Songkhla,2269,68,Cosmetics,True,4.9,0,0,0,0,0,0,0,1,0,0,0.22448979591836735,2,0,0,0,Cosmetics_Credit_Card,Cosmetics_Mobile_App,Songkhla_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15,TV_Show,Credit_Card,2,1200.0,7.0909098220799835,0.2,1920.0,7.560601162768557,1,8,Silver,Bangkok,Male_Bangkok,555,44,Electronics,True,4.0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,1,0,0,0,Electronics_Credit_Card,Electronics_TV_Show,Bangkok_Credit_Card,2.0,0.0,0.0,-1.0,3480.0,2.0,0.0,3480.0,2.0,0.0,3480.0,2.0,0.0,0
16,Mobile_App,Bank_Transfer,1,650.0,6.478509642208569,0.1,585.0,6.373319789577012,0,13,Silver,Chonburi,Male_Chonburi,1599,29,Cosmetics,False,4.5,0,0,0,0,0,1,0,0,0,0,0.24,1,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_Mobile_App,Chonburi_Bank_Transfer,1.0,1.0,1.0,13.0,810.0,1.0,1.0,810.0,1.0,1.0,810.0,1.0,1.0,1
17,Mobile_App,Bank_Transfer,2,1200.0,7.0909098220799835,0.15,2040.0,7.621195162809845,0,-1,Gold,Chiang Mai,Female_Chiang Mai,2429,43,Supplement,False,4.3,0,0,0,0,0,0,0,1,0,0,0.21153846153846154,2,0,0,0,Supplement_Bank_Transfer,Supplement_Mobile_App,Chiang Mai_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,TikTok,Bank_Transfer,2,1200.0,7.0909098220799835,0.15,2040.0,7.621195162809845,0,3,Bronze,Chonburi,Male_Chonburi,920,62,Cosmetics,True,4.2,0,0,0,0,0,0,0,0,0,0,0.2549019607843137,2,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Chonburi_Bank_Transfer,1.0,0.0,0.0,-1.0,275.5,1.0,0.0,275.5,1.0,0.0,275.5,1.0,0.0,0
22,Mobile_App,Credit_Card,1,1200.0,7.0909098220799835,0.2,960.0,6.8679744089702925,0,-1,Silver,Songkhla,Female_Songkhla,1272,31,Supplement,False,4.3,0,0,0,0,0,0,0,1,0,0,0.20754716981132076,3,0,0,0,Supplement_Credit_Card,Supplement_Mobile_App,Songkhla_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,TV_Show,Credit_Card,2,1200.0,7.0909098220799835,0.05,2280.0,7.732369222284388,0,-1,Bronze,Songkhla,Other_Songkhla,1563,40,Electronics,True,4.0,0,0,0,0,0,0,0,1,1,0,0.16326530612244897,1,0,0,0,Electronics_Credit_Card,Electronics_TV_Show,Songkhla_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7,TV_Show,COD,1,890.0,6.792344427470809,0.2,712.0,6.569481420414296,0,7,Silver,Nonthaburi,Female_Nonthaburi,1062,27,Supplement,False,3.7,0,0,0,1,1,0,0,0,1,0,0.2037037037037037,1,0,0,0,Supplement_COD,Supplement_TV_Show,Nonthaburi_COD,1.0,0.0,0.0,-1.0,2160.0,1.0,0.0,2160.0,1.0,0.0,2160.0,1.0,0.0,0
8,Mobile_App,Bank_Transfer,1,1100.0,7.00397413672268,0.1,990.0,6.898714534329988,0,-1,Silver,Phuket,Male_Phuket,802,32,Home_Appliance,True,3.9,0,0,0,1,0,0,0,1,1,0,0.22727272727272727,1,0,0,0,Home_Appliance_Bank_Transfer,Home_Appliance_Mobile_App,Phuket_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,TikTok,COD,2,750.0,6.621405651764134,0.05,1425.0,7.262628600974241,0,-1,Bronze,Chonburi,Other_Chonburi,1801,67,Supplement,False,4.6,0,0,0,0,1,0,0,1,1,0,0.2,1,0,0,0,Supplement_COD,Supplement_TikTok,Chonburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,TV_Show,COD,1,2200.0,7.696667081526462,0.1,1980.0,7.591357046698551,0,-1,Silver,Remote_Area,Male_Remote_Area,917,63,Home_Appliance,True,4.1,1,0,1,0,1,0,0,1,1,0,0.22388059701492538,2,0,0,0,Home_Appliance_COD,Home_Appliance_TV_Show,Remote_Area_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Mobile_App,Bank_Transfer,1,290.0,5.673323267171493,0.05,275.5,5.6222108209623896,0,-1,Bronze,Chonburi,Female_Chonburi,1706,51,Fashion,False,4.5,0,0,0,0,0,0,0,1,1,0,0.2037037037037037,2,0,0,0,Fashion_Bank_Transfer,Fashion_Mobile_App,Chonburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,Mobile_App,COD,2,1200.0,7.0909098220799835,0.15,2040.0,7.621195162809845,0,20,Bronze,Chiang Mai,Other_Chiang Mai,1194,64,Electronics,True,4.0,0,0,0,0,1,0,0,0,1,0,0.18,1,1,0,0,Electronics_COD,Electronics_Mobile_App,Chiang Mai_COD,1.0,0.0,0.0,-1.0,2090.0,1.0,0.0,2090.0,1.0,0.0,2090.0,1.0,0.0,0
12,TikTok,Bank_Transfer,2,2800.0,7.937731775260109,0.05,5320.0,8.579416534596369,0,4,Bronze,Songkhla,Female_Songkhla,2170,26,Cosmetics,True,4.8,0,0,0,0,0,0,0,0,1,0,0.25,1,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Songkhla_Bank_Transfer,1.0,0.0,0.0,-1.0,3383.0,1.0,0.0,3383.0,1.0,0.0,3383.0,1.0,0.0,0
13,Shopee,COD,1,290.0,5.673323267171493,0.05,275.5,5.6222108209623896,0,-1,Bronze,Songkhla,Female_Songkhla,1139,66,Fashion,False,4.5,0,0,0,0,1,0,0,1,1,0,0.2,3,1,0,0,Fashion_COD,Fashion_Shopee,Songkhla_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,Shopee,Credit_Card,1,350.0,5.860786223465865,0.2,280.0,5.638354669333745,0,-1,Silver,Nonthaburi,Female_Nonthaburi,1295,52,Electronics,False,4.4,0,0,0,0,0,0,0,1,1,0,0.17647058823529413,2,0,0,0,Electronics_Credit_Card,Electronics_Shopee,Nonthaburi_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19,Shopee,Credit_Card,1,2200.0,7.696667081526462,0.3,1540.0,7.340186835320115,0,-1,Platinum,Phuket,Female_Phuket,1329,64,Home_Appliance,True,4.1,0,0,0,0,0,0,1,1,1,0,0.22058823529411764,3,0,0,0,Home_Appliance_Credit_Card,Home_Appliance_Shopee,Phuket_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,Mobile_App,Bank_Transfer,1,1990.0,7.596392304064196,0.25,1492.5,7.308877637656164,0,24,Gold,Chonburi,Female_Chonburi,900,43,Fashion,False,4.8,0,0,0,0,0,1,1,0,1,0,0.19642857142857142,1,0,0,0,Fashion_Bank_Transfer,Fashion_Mobile_App,Chonburi_Bank_Transfer,1.0,1.0,1.0,24.0,1513.0,1.0,1.0,1513.0,1.0,1.0,1513.0,1.0,1.0,0
20,TV_Show,COD,1,1100.0,7.00397413672268,0.25,825.0,6.716594773520978,0,-1,Gold,Remote_Area,Male_Remote_Area,2322,19,Home_Appliance,True,3.9,0,0,1,1,1,0,1,1,1,0,0.21739130434782608,1,0,0,1,Home_Appliance_COD,Home_Appliance_TV_Show,Remote_Area_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,Shopee,COD,1,450.0,6.111467339502679,0.25,337.5,5.82452409235233,0,15,Gold,Nonthaburi,Female_Nonthaburi,2051,60,Cosmetics,True,4.9,0,0,0,0,1,0,1,0,2,0,0.24528301886792453,1,0,0,1,Cosmetics_COD,Cosmetics_Shopee,Nonthaburi_COD,1.0,0.0,0.0,-1.0,2100.0,1.0,0.0,2100.0,1.0,0.0,2100.0,1.0,0.0,0
5,TV_Show,Bank_Transfer,2,890.0,6.792344427470809,0.05,1691.0,7.433666540166168,0,-1,Bronze,Nonthaburi,Male_Nonthaburi,644,43,Fashion,False,4.2,0,1,0,0,0,0,0,1,2,0,0.19298245614035087,3,0,0,0,Fashion_Bank_Transfer,Fashion_TV_Show,Nonthaburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,TV_Show,Bank_Transfer,1,1200.0,7.0909098220799835,0.05,1140.0,7.039660349862076,0,-1,Bronze,Phuket,Male_Phuket,1439,53,Cosmetics,True,4.2,1,0,0,0,0,0,0,1,2,0,0.24074074074074073,3,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Phuket_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,TV_Show,COD,2,1500.0,7.313886831633462,0.15,2550.0,7.844240718141811,0,-1,Bronze,Bangkok,Female_Bangkok,2458,61,Home_Appliance,True,4.3,1,0,0,0,1,0,0,1,2,0,0.21428571428571427,2,0,0,0,Home_Appliance_COD,Home_Appliance_TV_Show,Bangkok_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,Shopee,Bank_Transfer,1,890.0,6.792344427470809,0.1,801.0,6.687108607866515,0,-1,Silver,Khon Kaen,Female_Khon Kaen,642,53,Fashion,False,4.2,0,0,0,0,0,0,0,1,2,0,0.1896551724137931,1,0,0,0,Fashion_Bank_Transfer,Fashion_Shopee,Khon Kaen_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12,TikTok,Credit_Card,1,650.0,6.478509642208569,0.25,487.5,6.191339471482838,0,24,Gold,Chonburi,Female_Chonburi,1510,39,Cosmetics,False,4.5,0,0,0,0,0,0,1,0,2,0,0.23636363636363636,2,0,0,0,Cosmetics_Credit_Card,Cosmetics_TikTok,Chonburi_Credit_Card,1.0,0.0,0.0,-1.0,1650.0,1.0,0.0,1650.0,1.0,0.0,1650.0,1.0,0.0,0
13,Shopee,Credit_Card,1,2500.0,7.824445930877619,0.15,2125.0,7.661997558901893,0,-1,Bronze,Chonburi,Female_Chonburi,2418,45,Fashion,True,3.5,0,0,0,1,0,0,0,1,2,0,0.2033898305084746,1,0,0,0,Fashion_Credit_Card,Fashion_Shopee,Chonburi_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13,Mobile_App,Credit_Card,1,650.0,6.478509642208569,0.1,585.0,6.373319789577012,0,-1,Silver,Remote_Area,Male_Remote_Area,2250,21,Cosmetics,False,4.5,0,0,1,0,0,0,0,1,2,0,0.23214285714285715,3,0,0,0,Cosmetics_Credit_Card,Cosmetics_Mobile_App,Remote_Area_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,TikTok,Bank_Transfer,1,1800.0,7.496097345175956,0.05,1710.0,7.444833273892193,0,10,Bronze,Phuket,Female_Phuket,1245,29,Supplement,False,4.0,0,0,0,0,0,0,0,0,2,0,0.19642857142857142,3,0,0,0,Supplement_Bank_Transfer,Supplement_TikTok,Phuket_Bank_Transfer,2.0,0.0,0.0,-1.0,2447.5,2.0,0.0,2447.5,2.0,0.0,2447.5,2.0,0.0,0
20,TikTok,COD,2,350.0,5.860786223465865,0.2,560.0,6.329720905522696,0,9,Platinum,Phuket,Male_Phuket,541,41,Electronics,False,4.4,0,0,0,0,1,0,0,0,2,0,0.19230769230769232,2,1,0,0,Electronics_COD,Electronics_TikTok,Phuket_COD,1.0,0.0,0.0,-1.0,1050.0,1.0,0.0,1050.0,1.0,0.0,1050.0,1.0,0.0,0
21,Mobile_App,Bank_Transfer,1,1200.0,7.0909098220799835,0.15,1020.0,6.928537818164665,0,-1,Gold,Chiang Mai,Male_Chiang Mai,563,30,Supplement,False,4.3,0,0,0,0,0,0,0,1,2,0,0.19298245614035087,2,0,0,0,Supplement_Bank_Transfer,Supplement_Mobile_App,Chiang Mai_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,Shopee,COD,2,290.0,5.673323267171493,0.2,464.0,6.142037405587356,0,-1,Silver,Nonthaburi,Male_Nonthaburi,1979,37,Fashion,False,4.5,0,0,0,0,1,0,0,1,2,0,0.21666666666666667,2,0,0,0,Fashion_COD,Fashion_Shopee,Nonthaburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,TikTok,COD,1,2500.0,7.824445930877619,0.1,2250.0,7.719129840906732,0,-1,Silver,Bangkok,Female_Bangkok,2244,53,Fashion,True,3.5,1,0,0,1,1,0,0,1,2,0,0.21311475409836064,2,0,1,0,Fashion_COD,Fashion_TikTok,Bangkok_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,Mobile_App,Bank_Transfer,1,750.0,6.621405651764134,0.15,637.5,6.459121675472594,0,13,Bronze,Chiang Mai,Female_Chiang Mai,586,28,Supplement,False,4.6,0,0,0,0,0,0,0,0,3,0,0.1896551724137931,1,0,0,0,Supplement_Bank_Transfer,Supplement_Mobile_App,Chiang Mai_Bank_Transfer,1.0,0.0,0.0,-1.0,1691.0,1.0,0.0,1691.0,1.0,0.0,1691.0,1.0,0.0,0
1,Shopee,Bank_Transfer,2,890.0,6.792344427470809,0.15,1513.0,7.322510433997394,0,-1,Bronze,Phuket,Female_Phuket,1318,43,Supplement,False,3.7,0,0,0,1,0,0,0,1,3,0,0.1864406779661017,3,0,0,0,Supplement_Bank_Transfer,Supplement_Shopee,Phuket_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,Shopee,Credit_Card,1,990.0,6.898714534329988,0.1,891.0,6.79346613258001,0,16,Silver,Songkhla,Male_Songkhla,1615,58,Electronics,True,3.8,0,0,0,1,0,1,0,0,3,0,0.18867924528301888,2,0,0,0,Electronics_Credit_Card,Electronics_Shopee,Songkhla_Credit_Card,1.0,1.0,1.0,16.0,585.0,1.0,1.0,585.0,1.0,1.0,585.0,1.0,1.0,1
2,TV_Show,Bank_Transfer,2,2500.0,7.824445930877619,0.15,4250.0,8.35490952835879,0,14,Bronze,Bangkok,Female_Bangkok,2336,21,Fashion,True,3.5,0,1,0,1,0,1,0,0,3,0,0.20967741935483872,2,0,0,0,Fashion_Bank_Transfer,Fashion_TV_Show,Bangkok_Bank_Transfer,1.0,1.0,1.0,14.0,1275.0,1.0,1.0,1275.0,1.0,1.0,1275.0,1.0,1.0,1
5,Shopee,COD,1,1200.0,7.0909098220799835,0.15,1020.0,6.928537818164665,0,-1,Bronze,Phuket,Female_Phuket,1935,25,Electronics,True,4.0,0,0,0,0,1,0,0,1,3,0,0.2037037037037037,1,1,0,0,Electronics_COD,Electronics_Shopee,Phuket_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,Mobile_App,Credit_Card,1,450.0,6.111467339502679,0.15,382.5,5.949339620807311,0,16,Bronze,Nonthaburi,Male_Nonthaburi,1493,61,Cosmetics,True,4.9,0,0,0,0,0,1,0,0,3,0,0.22807017543859648,3,0,0,0,Cosmetics_Credit_Card,Cosmetics_Mobile_App,Nonthaburi_Credit_Card,1.0,1.0,1.0,16.0,935.0,1.0,1.0,935.0,1.0,1.0,935.0,1.0,1.0,1
8,TV_Show,COD,2,1100.0,7.00397413672268,0.2,1760.0,7.473637108496206,0,-1,Silver,Remote_Area,Male_Remote_Area,2054,62,Home_Appliance,True,3.9,1,0,1,1,1,0,0,1,3,0,0.2112676056338028,1,0,0,0,Home_Appliance_COD,Home_Appliance_TV_Show,Remote_Area_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,Mobile_App,Credit_Card,1,1800.0,7.496097345175956,0.25,1350.0,7.208600337960199,0,-1,Gold,Khon Kaen,Female_Khon Kaen,1108,53,Supplement,False,4.0,0,0,0,0,0,0,1,1,3,0,0.18333333333333332,3,0,0,0,Supplement_Credit_Card,Supplement_Mobile_App,Khon Kaen_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,TV_Show,COD,2,650.0,6.478509642208569,0.1,1170.0,7.065613363597717,0,-1,Silver,Chiang Mai,Male_Chiang Mai,2394,36,Cosmetics,False,4.5,0,0,0,0,1,0,0,1,3,0,0.2413793103448276,3,1,0,0,Cosmetics_COD,Cosmetics_TV_Show,Chiang Mai_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,Mobile_App,Credit_Card,1,1990.0,7.596392304064196,0.1,1791.0,7.491087593534876,0,1,Silver,Remote_Area,Male_Remote_Area,2250,21,Fashion,False,4.8,0,0,1,0,0,0,0,0,3,0,0.2222222222222222,1,0,0,0,Fashion_Credit_Card,Fashion_Mobile_App,Remote_Area_Credit_Card,1.0,0.0,0.0,-1.0,585.0,1.0,0.0,585.0,1.0,0.0,585.0,1.0,0.0,0
4,TikTok,COD,2,2200.0,7.696667081526462,0.05,4180.0,8.338305731356565,0,-1,Bronze,Nonthaburi,Female_Nonthaburi,1404,40,Home_Appliance,True,4.1,0,0,0,0,1,0,0,1,4,0,0.2222222222222222,1,0,0,0,Home_Appliance_COD,Home_Appliance_TikTok,Nonthaburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,Shopee,Bank_Transfer,2,1500.0,7.313886831633462,0.1,2700.0,7.901377353792616,0,-1,Silver,Nonthaburi,Male_Nonthaburi,2002,38,Home_Appliance,True,4.3,0,0,0,0,0,0,0,1,4,0,0.2191780821917808,3,0,0,0,Home_Appliance_Bank_Transfer,Home_Appliance_Shopee,Nonthaburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,TikTok,Bank_Transfer,2,890.0,6.792344427470809,0.15,1513.0,7.322510433997394,0,23,Gold,Nonthaburi,Male_Nonthaburi,1567,36,Supplement,False,3.7,0,0,0,1,0,0,0,0,4,0,0.18032786885245902,1,0,0,0,Supplement_Bank_Transfer,Supplement_TikTok,Nonthaburi_Bank_Transfer,1.0,0.0,0.0,-1.0,1020.0,1.0,0.0,1020.0,1.0,0.0,1020.0,1.0,0.0,0
8,Shopee,COD,2,2500.0,7.824445930877619,0.15,4250.0,8.35490952835879,0,-1,Gold,Chiang Mai,Male_Chiang Mai,2007,67,Fashion,True,3.5,0,0,0,1,1,0,0,1,4,0,0.21875,3,1,0,0,Fashion_COD,Fashion_Shopee,Chiang Mai_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Shopee,COD,1,1800.0,7.496097345175956,0.05,1710.0,7.444833273892193,0,11,Bronze,Khon Kaen,Female_Khon Kaen,1807,48,Supplement,False,4.0,0,0,0,0,1,0,0,0,4,0,0.1774193548387097,2,0,0,0,Supplement_COD,Supplement_Shopee,Khon Kaen_COD,2.0,0.0,0.0,-1.0,1045.5,2.0,0.0,1045.5,2.0,0.0,1045.5,2.0,0.0,1
11,Mobile_App,Bank_Transfer,2,2800.0,7.937731775260109,0.05,5320.0,8.579416534596369,0,-1,Bronze,Chonburi,Male_Chonburi,1385,27,Cosmetics,True,4.8,0,0,0,0,0,0,0,1,4,0,0.23728813559322035,2,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_Mobile_App,Chonburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,TikTok,Credit_Card,2,290.0,5.673323267171493,0.05,551.0,6.313548046277095,0,-1,Bronze,Bangkok,Male_Bangkok,2229,25,Fashion,False,4.5,0,0,0,0,0,0,0,1,4,0,0.2153846153846154,3,0,0,0,Fashion_Credit_Card,Fashion_TikTok,Bangkok_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Shopee,Credit_Card,1,2800.0,7.937731775260109,0.15,2380.0,7.7752758464868625,0,19,Gold,Songkhla,Female_Songkhla,967,32,Cosmetics,True,4.8,0,0,0,0,0,0,0,0,4,0,0.23333333333333334,2,0,0,0,Cosmetics_Credit_Card,Cosmetics_Shopee,Songkhla_Credit_Card,1.0,0.0,0.0,-1.0,2125.0,1.0,0.0,2125.0,1.0,0.0,2125.0,1.0,0.0,0
13,Shopee,COD,1,2800.0,7.937731775260109,0.05,2660.0,7.886457270977689,0,-1,Bronze,Phuket,Male_Phuket,1422,54,Cosmetics,True,4.8,0,0,0,0,1,0,0,1,4,0,0.22950819672131148,3,1,0,0,Cosmetics_COD,Cosmetics_Shopee,Phuket_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13,Mobile_App,Bank_Transfer,2,750.0,6.621405651764134,0.05,1425.0,7.262628600974241,0,-1,Bronze,Chiang Mai,Other_Chiang Mai,938,33,Supplement,False,4.6,0,0,0,0,0,0,0,1,4,0,0.19047619047619047,3,0,0,0,Supplement_Bank_Transfer,Supplement_Mobile_App,Chiang Mai_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19,Shopee,Bank_Transfer,1,1200.0,7.0909098220799835,0.1,1080.0,6.985641817639208,0,-1,Silver,Nonthaburi,Male_Nonthaburi,1964,54,Cosmetics,True,4.2,0,0,0,0,0,0,0,1,4,0,0.24193548387096775,3,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_Shopee,Nonthaburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19,TikTok,COD,1,1200.0,7.0909098220799835,0.15,1020.0,6.928537818164665,0,23,Gold,Remote_Area,Male_Remote_Area,1004,22,Supplement,False,4.3,0,0,1,0,1,1,0,0,4,0,0.203125,3,0,0,0,Supplement_COD,Supplement_TikTok,Remote_Area_COD,2.0,1.0,0.5,23.0,3635.0,2.0,0.5,3635.0,2.0,0.5,3635.0,2.0,0.5,1
20,TV_Show,Bank_Transfer,2,1200.0,7.0909098220799835,0.1,2160.0,7.6783263565068856,0,23,Silver,Remote_Area,Male_Remote_Area,1403,64,Cosmetics,True,4.2,0,0,1,0,0,1,0,0,4,0,0.23809523809523808,3,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Remote_Area_Bank_Transfer,1.0,1.0,1.0,23.0,2520.0,1.0,1.0,2520.0,1.0,1.0,2520.0,1.0,1.0,1
1,TV_Show,COD,1,890.0,6.792344427470809,0.15,756.5,6.630023537383524,0,-1,Gold,Songkhla,Male_Songkhla,1382,27,Supplement,False,3.7,0,0,0,1,1,0,0,1,5,1,0.2153846153846154,3,1,0,0,Supplement_COD,Supplement_TV_Show,Songkhla_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,TV_Show,Credit_Card,1,890.0,6.792344427470809,0.15,756.5,6.630023537383524,0,-1,Gold,Songkhla,Male_Songkhla,1689,48,Fashion,False,4.2,0,1,0,0,0,0,0,1,5,1,0.21212121212121213,2,0,0,0,Fashion_Credit_Card,Fashion_TV_Show,Songkhla_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,Mobile_App,Credit_Card,2,750.0,6.621405651764134,0.05,1425.0,7.262628600974241,0,-1,Bronze,Nonthaburi,Female_Nonthaburi,1737,28,Supplement,False,4.6,0,0,0,0,0,0,0,1,5,1,0.22727272727272727,2,0,0,0,Supplement_Credit_Card,Supplement_Mobile_App,Nonthaburi_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
