order_id,customer_id,order_date,gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,customer_tenure_months,order_month,order_dayofweek,is_weekend,age_group,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,hist_spend_sum_30d,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_180d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_365d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,is_returned
ORD00693,C0378,2025-03-07 11:00:00,Male,52,Bronze,App,Songkhla,1754,Supplement,MuscleFuel,0,4.0,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Credit_Card,1,1800.0,0.05,0.0,0.05,90.0,1710.0,2,0,11,33,1,0.0,43.833333333333336,3,4,0,>50,1,0,0.0,-1,0.0,0,0,0.0,712.5,1,0,0.0,712.5,1,0,0.0,712.5,1,0,0.0,1
ORD00694,C0196,2025-03-07 13:00:00,Male,37,Bronze,LINE,Khon Kaen,1928,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Bank_Transfer,1,2800.0,0.05,0.0,0.05,140.0,2660.0,2,1,13,16,3,0.0,49.63333333333333,3,4,0,30-40,3,0,0.0,-1,2660.0,1,0,0.0,8926.75,3,0,0.0,8926.75,3,0,0.0,8926.75,3,0,0.0,0
ORD00695,C0070,2025-03-07 14:00:00,Male,37,Silver,LINE,Chiang Mai,2502,Electronics,BoomBox,1,3.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,2,990.0,0.1,0.0,0.1,198.0,1782.0,1,0,14,12,1,0.0,68.76666666666667,3,4,0,30-40,1,0,0.0,-1,405.0,1,0,0.0,405.0,1,0,0.0,405.0,1,0,0.0,405.0,1,0,0.0,0
ORD00696,C0011,2025-03-07 15:00:00,Male,25,Bronze,Web,Bangkok,2229,Supplement,VitaBoost,0,3.7,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,1,0,15,7,4,0.0,59.666666666666664,3,4,0,20-30,4,0,0.0,-1,8151.0,3,0,0.0,8702.0,4,0,0.0,8702.0,4,0,0.0,8702.0,4,0,0.0,0
ORD00697,C0026,2025-03-07 15:00:00,Female,58,Gold,TV,Nonthaburi,1253,Supplement,OmegaPlus,0,4.6,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Credit_Card,1,750.0,0.15,0.0,0.15,112.5,637.5,2,0,15,7,1,0.0,27.133333333333333,3,4,0,>50,1,0,0.0,-1,1683.0,1,0,0.0,1683.0,1,0,0.0,1683.0,1,0,0.0,1683.0,1,0,0.0,0
ORD00698,C0252,2025-03-07 17:00:00,Male,18,Bronze,App,Songkhla,1005,Fashion,SilkTouch,1,3.5,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Credit_Card,2,2500.0,0.05,0.0,0.05,250.0,4750.0,3,0,17,-1,0,0.0,18.866666666666667,3,4,0,<20,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00699,C0104,2025-03-07 17:00:00,Female,25,Silver,LINE,Remote_Area,1255,Fashion,SilkTouch,1,3.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Bank_Transfer,2,2500.0,0.1,0.0,0.1,500.0,4500.0,3,0,17,45,2,0.0,27.2,3,4,0,20-30,2,0,0.0,-1,0.0,0,0,0.0,1760.0,2,0,0.0,1760.0,2,0,0.0,1760.0,2,0,0.0,0
ORD00700,C0422,2025-03-07 22:00:00,Other,27,Gold,Web,Songkhla,1294,Electronics,ShieldCase,0,4.4,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,1,350.0,0.15,0.0,0.15,52.5,297.5,1,0,22,11,3,0.33,28.5,3,4,0,20-30,3,1,0.3333333333333333,5,1224.0,2,1,0.5,3849.0,3,1,0.3333333333333333,3849.0,3,1,0.3333333333333333,3849.0,3,1,0.3333333333333333,0
ORD00701,C0140,2025-03-08 01:00:00,Female,64,Silver,LINE,Chonburi,1182,Home_Appliance,HomePro,1,4.1,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,2,2200.0,0.1,0.0,0.1,440.0,3960.0,1,1,1,9,3,0.0,24.8,3,5,1,>50,3,0,0.0,-1,2187.0,2,0,0.0,4167.0,3,0,0.0,4167.0,3,0,0.0,4167.0,3,0,0.0,0
ORD00702,C0215,2025-03-08 02:00:00,Male,69,Gold,TV,Khon Kaen,826,Fashion,DenimCo,0,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,2,890.0,0.15,0.0,0.15,267.0,1513.0,2,0,2,8,3,0.0,12.933333333333334,3,5,1,>50,3,0,0.0,-1,5031.75,1,0,0.0,5669.25,2,0,0.0,6689.25,3,0,0.0,6689.25,3,0,0.0,0
ORD00703,C0259,2025-03-08 07:00:00,Male,58,Gold,App,Chonburi,670,Fashion,DenimCo,0,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,COD,2,890.0,0.15,0.0,0.15,267.0,1513.0,2,0,7,29,2,0.0,7.733333333333333,3,5,1,>50,2,0,0.0,-1,1513.0,1,0,0.0,2075.5,2,0,0.0,2075.5,2,0,0.0,2075.5,2,0,0.0,0
ORD00704,C0115,2025-03-08 09:00:00,Female,22,Bronze,App,Songkhla,1895,Fashion,DenimCo,0,4.2,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,2,890.0,0.05,0.0,0.05,89.0,1691.0,3,0,9,6,1,0.0,48.56666666666667,3,5,1,20-30,1,0,0.0,-1,1045.0,1,0,0.0,1045.0,1,0,0.0,1045.0,1,0,0.0,1045.0,1,0,0.0,0
ORD00705,C0027,2025-03-08 11:00:00,Female,59,Silver,Web,Nonthaburi,939,Supplement,OmegaPlus,0,4.6,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,COD,1,750.0,0.1,0.0,0.1,75.0,675.0,1,0,11,32,1,0.0,16.7,3,5,1,>50,1,0,0.0,-1,0.0,0,0,0.0,3960.0,1,0,0.0,3960.0,1,0,0.0,3960.0,1,0,0.0,0
ORD00706,C0468,2025-03-08 12:00:00,Male,42,Bronze,App,Nonthaburi,1103,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,1,0,12,44,1,0.0,22.166666666666668,3,5,1,40-50,1,0,0.0,-1,0.0,0,0,0.0,2090.0,1,0,0.0,2090.0,1,0,0.0,2090.0,1,0,0.0,1
ORD00707,C0026,2025-03-08 15:00:00,Female,58,Gold,TV,Nonthaburi,1253,Electronics,TimeX,1,4.7,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,2,3500.0,0.15,0.0,0.15,562.5,5031.75,1,0,15,1,2,0.0,27.166666666666668,3,5,1,>50,2,0,0.0,-1,2320.5,2,0,0.0,2320.5,2,0,0.0,2320.5,2,0,0.0,2320.5,2,0,0.0,0
ORD00708,C0117,2025-03-09 08:00:00,Female,62,Bronze,Web,Chonburi,1728,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Bank_Transfer,1,2800.0,0.05,0.0,0.05,140.0,2660.0,1,0,8,25,2,0.0,43.03333333333333,3,6,1,>50,2,0,0.0,-1,1425.0,1,0,0.0,1976.0,2,0,0.0,1976.0,2,0,0.0,1976.0,2,0,0.0,0
ORD00709,C0050,2025-03-09 08:00:00,Male,36,Silver,Web,Chiang Mai,2394,Cosmetics,SunSafe,0,4.5,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Credit_Card,1,650.0,0.1,0.0,0.1,65.0,585.0,3,1,8,37,1,0.0,65.23333333333333,3,6,1,30-40,1,0,0.0,-1,0.0,0,0,0.0,1170.0,1,0,0.0,1170.0,1,0,0.0,1170.0,1,0,0.0,0
ORD00710,C0158,2025-03-09 08:00:00,Male,29,Bronze,App,Remote_Area,1437,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,COD,1,2800.0,0.05,0.0,0.05,140.0,2660.0,2,0,8,-1,0,0.0,33.333333333333336,3,6,1,20-30,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00711,C0484,2025-03-09 10:00:00,Female,21,Bronze,TV,Phuket,1945,Fashion,RunFast,0,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Bank_Transfer,1,1990.0,0.05,0.0,0.05,99.5,1890.5,3,0,10,20,2,0.5,50.266666666666666,3,6,1,20-30,2,1,0.5,14,2280.0,1,1,1.0,4320.0,2,1,0.5,4320.0,2,1,0.5,4320.0,2,1,0.5,1
ORD00712,C0109,2025-03-09 11:00:00,Male,59,Gold,App,Remote_Area,546,Supplement,GlowDrink,0,4.3,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,COD,1,1200.0,0.15,0.0,0.15,180.0,1020.0,3,0,11,24,2,0.0,3.6333333333333333,3,6,1,>50,2,0,0.0,-1,1275.0,1,0,0.0,3400.0,2,0,0.0,3400.0,2,0,0.0,3400.0,2,0,0.0,0
ORD00713,C0042,2025-03-09 14:00:00,Male,25,Gold,TV,Songkhla,2325,Fashion,DenimCo,0,4.2,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,890.0,0.15,0.0,0.15,267.0,1513.0,2,0,14,-1,0,0.0,62.93333333333333,3,6,1,20-30,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00714,C0197,2025-03-09 17:00:00,Female,67,Bronze,Web,Phuket,672,Home_Appliance,PureAir,1,4.6,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,COD,1,3850.0,0.05,0.0,0.05,225.0,4275.0,3,0,17,54,1,0.0,7.833333333333333,3,6,1,>50,1,0,0.0,-1,0.0,0,0,0.0,637.5,1,0,0.0,637.5,1,0,0.0,637.5,1,0,0.0,0
ORD00715,C0220,2025-03-09 19:00:00,Male,67,Silver,App,Nonthaburi,1775,Electronics,TimeX,1,4.7,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Credit_Card,1,3500.0,0.1,0.0,0.1,350.0,3150.0,2,0,19,13,1,0.0,44.6,3,6,1,>50,1,0,0.0,-1,2700.0,1,0,0.0,2700.0,1,0,0.0,2700.0,1,0,0.0,2700.0,1,0,0.0,0
ORD00716,C0322,2025-03-09 23:00:00,Male,26,Silver,TV,Nonthaburi,2283,Electronics,BoomBox,1,3.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Bank_Transfer,2,990.0,0.1,0.0,0.1,198.0,1782.0,1,0,23,10,1,0.0,61.53333333333333,3,6,1,20-30,1,0,0.0,-1,2250.0,1,0,0.0,2250.0,1,0,0.0,2250.0,1,0,0.0,2250.0,1,0,0.0,0
ORD00717,C0329,2025-03-10 01:00:00,Male,23,Bronze,TV,Phuket,1700,Fashion,DenimCo,0,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,1,890.0,0.05,0.0,0.05,44.5,845.5,2,0,1,-1,0,0.0,42.13333333333333,3,0,0,20-30,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00718,C0040,2025-03-10 04:00:00,Male,53,Bronze,LINE,Phuket,1439,Cosmetics,SunSafe,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,2,650.0,0.05,0.0,0.05,65.0,1235.0,1,0,4,10,2,0.0,33.43333333333333,3,0,0,>50,2,0,0.0,-1,3420.0,1,0,0.0,4560.0,2,0,0.0,4560.0,2,0,0.0,4560.0,2,0,0.0,0
ORD00719,C0303,2025-03-10 05:00:00,Male,36,Bronze,App,Chonburi,673,Supplement,OmegaPlus,0,4.6,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,COD,1,750.0,0.05,0.0,0.05,37.5,712.5,2,1,5,46,2,0.5,7.9,3,0,0,30-40,2,1,0.5,33,0.0,0,0,0.0,3772.5,2,1,0.5,3772.5,2,1,0.5,3772.5,2,1,0.5,1
ORD00720,C0473,2025-03-10 10:00:00,Other,35,Silver,Web,Chiang Mai,559,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Bank_Transfer,1,1100.0,0.1,0.0,0.1,110.0,990.0,3,0,10,16,1,1.0,4.1,3,0,0,30-40,1,1,1.0,7,801.0,1,1,1.0,801.0,1,1,1.0,801.0,1,1,1.0,801.0,1,1,1.0,0
ORD00721,C0475,2025-03-10 11:00:00,Female,59,Bronze,LINE,Songkhla,1562,Supplement,VitaBoost,0,3.7,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Credit_Card,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,1,11,16,3,0.33,37.53333333333333,3,0,0,>50,3,1,0.3333333333333333,55,1235.0,1,0,0.0,3105.0,2,0,0.0,4796.0,3,1,0.3333333333333333,4796.0,3,1,0.3333333333333333,0
ORD00722,C0059,2025-03-10 11:00:00,Female,52,Silver,Web,Nonthaburi,1295,Cosmetics,SunSafe,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Credit_Card,1,650.0,0.1,0.0,0.1,65.0,585.0,1,0,11,9,3,0.67,28.633333333333333,3,0,0,>50,3,2,0.6666666666666666,19,810.0,1,0,0.0,4330.0,3,2,0.6666666666666666,4330.0,3,2,0.6666666666666666,4330.0,3,2,0.6666666666666666,0
ORD00723,C0459,2025-03-10 13:00:00,Male,52,Silver,TV,Khon Kaen,2310,Electronics,TimeX,1,4.7,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,Bank_Transfer,1,3500.0,0.1,0.0,0.1,350.0,3150.0,2,0,13,64,1,0.0,62.46666666666667,3,0,0,>50,1,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,5031.75,1,0,0.0,5031.75,1,0,0.0,0
ORD00724,C0027,2025-03-10 19:00:00,Female,59,Silver,Web,Nonthaburi,939,Home_Appliance,CookEasy,1,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,Bank_Transfer,2,1500.0,0.1,0.0,0.1,300.0,2700.0,3,0,19,2,2,0.0,16.766666666666666,3,0,0,>50,2,0,0.0,-1,675.0,1,0,0.0,4635.0,2,0,0.0,4635.0,2,0,0.0,4635.0,2,0,0.0,0
ORD00725,C0057,2025-03-10 21:00:00,Female,27,Bronze,App,Phuket,1299,Electronics,ShieldCase,0,4.4,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,COD,1,350.0,0.05,0.0,0.05,17.5,332.5,2,0,21,22,2,0.0,28.766666666666666,3,0,0,20-30,2,0,0.0,-1,4275.0,1,0,0.0,9306.75,2,0,0.0,9306.75,2,0,0.0,9306.75,2,0,0.0,0
ORD00726,C0261,2025-03-11 03:00:00,Female,45,Platinum,App,Phuket,1445,Supplement,GlowDrink,0,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,COD,2,1200.0,0.2,0.0,0.2,480.0,1920.0,3,0,3,14,3,0.0,33.666666666666664,3,1,0,40-50,3,0,0.0,-1,1040.0,1,0,0.0,4240.0,3,0,0.0,4240.0,3,0,0.0,4240.0,3,0,0.0,1
ORD00727,C0088,2025-03-11 04:00:00,Female,53,Bronze,LINE,Khon Kaen,2333,Cosmetics,AromaX,1,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,COD,1,2800.0,0.05,0.0,0.05,140.0,2660.0,2,0,4,4,1,0.0,63.266666666666666,3,1,0,>50,1,0,0.0,-1,665.0,1,0,0.0,665.0,1,0,0.0,665.0,1,0,0.0,665.0,1,0,0.0,1
ORD00728,C0024,2025-03-11 08:00:00,Male,43,Bronze,TV,Bangkok,1291,Cosmetics,SunSafe,0,4.5,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,COD,1,650.0,0.05,0.0,0.05,32.5,617.5,3,0,8,20,2,1.0,28.533333333333335,3,1,0,40-50,2,2,1.0,10,845.5,1,1,1.0,1786.0,2,2,1.0,1786.0,2,2,1.0,1786.0,2,2,1.0,1
ORD00729,C0088,2025-03-11 08:00:00,Female,53,Bronze,LINE,Khon Kaen,2333,Home_Appliance,HomePro,1,4.1,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,COD,1,2200.0,0.05,0.0,0.05,110.0,2090.0,2,0,8,0,2,0.5,63.266666666666666,3,1,0,>50,2,1,0.5,-6,3325.0,2,1,0.5,3325.0,2,1,0.5,3325.0,2,1,0.5,3325.0,2,1,0.5,1
ORD00730,C0012,2025-03-11 09:00:00,Male,25,Bronze,App,Remote_Area,1744,Cosmetics,SunSafe,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,1,650.0,0.05,0.0,0.05,32.5,617.5,1,0,9,23,3,0.67,43.63333333333333,3,1,0,20-30,3,2,0.6666666666666666,17,5031.75,1,1,1.0,10972.75,3,2,0.6666666666666666,10972.75,3,2,0.6666666666666666,10972.75,3,2,0.6666666666666666,0
ORD00731,C0413,2025-03-11 10:00:00,Female,30,Platinum,App,Songkhla,2145,Fashion,SilkTouch,1,3.5,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,2500.0,0.2,0.0,0.2,500.0,2000.0,1,1,10,13,1,1.0,57.0,3,1,0,20-30,1,1,1.0,1,4000.0,1,1,1.0,4000.0,1,1,1.0,4000.0,1,1,1.0,4000.0,1,1,1.0,1
ORD00732,C0356,2025-03-11 10:00:00,Female,64,Platinum,TV,Chiang Mai,2109,Home_Appliance,CookEasy,1,4.3,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,2,1500.0,0.2,0.0,0.2,562.5,2400.0,3,0,10,19,3,0.33,55.8,3,1,0,>50,3,1,0.3333333333333333,7,3680.0,2,1,0.5,4135.0,3,1,0.3333333333333333,4135.0,3,1,0.3333333333333333,4135.0,3,1,0.3333333333333333,0
ORD00733,C0115,2025-03-11 13:00:00,Female,22,Bronze,App,Songkhla,1895,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,1,1100.0,0.05,0.0,0.05,55.0,1045.0,2,1,13,3,2,0.0,48.666666666666664,3,1,0,20-30,2,0,0.0,-1,2736.0,2,0,0.0,2736.0,2,0,0.0,2736.0,2,0,0.0,2736.0,2,0,0.0,0
ORD00734,C0216,2025-03-11 18:00:00,Female,33,Silver,Web,Nonthaburi,1928,Home_Appliance,BlendIt,1,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,COD,2,1100.0,0.1,0.0,0.1,220.0,1980.0,3,0,18,-1,0,0.0,49.766666666666666,3,1,0,30-40,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00735,C0005,2025-03-11 19:00:00,Male,56,Bronze,App,Chonburi,843,Fashion,UniStyle,0,4.5,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Credit_Card,2,290.0,0.05,0.0,0.05,29.0,551.0,1,1,19,15,3,0.0,13.6,3,1,0,>50,3,0,0.0,-1,1425.0,1,0,0.0,6732.25,3,0,0.0,6732.25,3,0,0.0,6732.25,3,0,0.0,0
ORD00736,C0022,2025-03-11 22:00:00,Female,23,Gold,Web,Phuket,2200,Electronics,ShieldCase,0,4.4,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,Bank_Transfer,2,350.0,0.15,0.0,0.15,105.0,595.0,2,0,22,8,2,0.0,58.833333333333336,3,1,0,20-30,2,0,0.0,-1,4420.0,2,0,0.0,4420.0,2,0,0.0,4420.0,2,0,0.0,4420.0,2,0,0.0,0
ORD00737,C0381,2025-03-12 01:00:00,Male,59,Gold,Web,Khon Kaen,1285,Electronics,SoundMax,1,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,COD,2,1200.0,0.15,0.0,0.15,360.0,2040.0,3,0,1,-1,0,0.0,28.366666666666667,3,2,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00738,C0229,2025-03-12 03:00:00,Female,39,Gold,App,Chonburi,1510,Cosmetics,SkinLab,1,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Bank_Transfer,2,1200.0,0.15,0.0,0.15,360.0,2040.0,3,0,3,41,2,0.0,35.86666666666667,3,2,0,30-40,2,0,0.0,-1,0.0,0,0,0.0,487.5,1,0,0.0,2137.5,2,0,0.0,2137.5,2,0,0.0,0
ORD00739,C0170,2025-03-12 04:00:00,Female,61,Bronze,TV,Khon Kaen,1148,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,COD,2,1100.0,0.05,0.0,0.05,110.0,2090.0,2,0,4,-1,0,0.0,23.8,3,2,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00740,C0447,2025-03-12 06:00:00,Female,64,Platinum,TV,Nonthaburi,1307,Cosmetics,AromaX,1,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Credit_Card,1,2800.0,0.2,0.0,0.2,560.0,2240.0,3,0,6,67,1,0.0,29.1,3,2,0,>50,1,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,623.0,1,0,0.0,623.0,1,0,0.0,0
ORD00741,C0089,2025-03-12 06:00:00,Female,23,Silver,Web,Chiang Mai,848,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,2,990.0,0.1,0.0,0.1,198.0,1782.0,2,0,6,27,1,0.0,13.8,3,2,0,20-30,1,0,0.0,-1,5031.75,1,0,0.0,5031.75,1,0,0.0,5031.75,1,0,0.0,5031.75,1,0,0.0,0
ORD00742,C0261,2025-03-12 08:00:00,Female,45,Platinum,App,Phuket,1445,Supplement,GlowDrink,0,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,COD,2,1200.0,0.2,0.0,0.2,480.0,1920.0,2,1,8,1,4,0.25,33.7,3,2,0,40-50,4,1,0.25,-5,2960.0,2,1,0.5,6160.0,4,1,0.25,6160.0,4,1,0.25,6160.0,4,1,0.25,1
ORD00743,C0231,2025-03-12 08:00:00,Female,51,Gold,Web,Bangkok,1785,Cosmetics,SunSafe,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,COD,2,650.0,0.15,0.0,0.15,195.0,1105.0,2,0,8,25,3,0.33,45.03333333333333,3,2,0,>50,3,1,0.3333333333333333,14,595.0,1,1,1.0,2108.0,2,1,0.5,2873.0,3,1,0.3333333333333333,2873.0,3,1,0.3333333333333333,1
ORD00744,C0006,2025-03-12 11:00:00,Male,48,Gold,LINE,Songkhla,1689,Electronics,SoundMax,1,4.0,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,1,1200.0,0.15,0.0,0.15,180.0,1020.0,3,0,11,39,1,0.0,41.833333333333336,3,2,0,40-50,1,0,0.0,-1,0.0,0,0,0.0,756.5,1,0,0.0,756.5,1,0,0.0,756.5,1,0,0.0,1
ORD00745,C0462,2025-03-12 12:00:00,Female,49,Silver,TV,Bangkok,1549,Home_Appliance,BlendIt,1,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Credit_Card,2,1100.0,0.1,0.0,0.1,220.0,1980.0,3,0,12,59,1,0.0,37.166666666666664,3,2,0,40-50,1,0,0.0,-1,0.0,0,0,0.0,522.0,1,0,0.0,522.0,1,0,0.0,522.0,1,0,0.0,1
ORD00746,C0053,2025-03-12 13:00:00,Male,49,Bronze,App,Songkhla,1902,Fashion,DenimCo,0,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Bank_Transfer,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,0,13,28,1,0.0,48.93333333333333,3,2,0,40-50,1,0,0.0,-1,5031.75,1,0,0.0,5031.75,1,0,0.0,5031.75,1,0,0.0,5031.75,1,0,0.0,0
ORD00747,C0488,2025-03-12 13:00:00,Female,49,Gold,Web,Bangkok,2019,Fashion,SilkTouch,1,3.5,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Credit_Card,2,2500.0,0.15,0.0,0.15,562.5,4250.0,2,0,13,56,1,0.0,52.833333333333336,3,2,0,40-50,1,0,0.0,-1,0.0,0,0,0.0,1870.0,1,0,0.0,1870.0,1,0,0.0,1870.0,1,0,0.0,0
ORD00748,C0029,2025-03-12 16:00:00,Female,28,Gold,Web,Chonburi,1554,Cosmetics,GlowUp,1,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,COD,2,450.0,0.15,0.0,0.15,135.0,765.0,1,0,16,30,2,0.0,37.333333333333336,3,2,0,20-30,2,0,0.0,-1,0.0,0,0,0.0,4658.0,2,0,0.0,4658.0,2,0,0.0,4658.0,2,0,0.0,1
ORD00749,C0083,2025-03-12 17:00:00,Female,51,Bronze,Web,Khon Kaen,2288,Electronics,ShieldCase,0,4.4,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,COD,2,350.0,0.05,0.0,0.05,35.0,665.0,2,0,17,24,2,0.0,61.8,3,2,0,>50,2,0,0.0,-1,1890.5,1,0,0.0,2910.5,2,0,0.0,2910.5,2,0,0.0,2910.5,2,0,0.0,0
